"date"	"season"	"team"	"VorH"	"team_goals"	"team_pim"	"team_shots"	"team_powerPlayGoals"	"team_powerPlayOpportunities"	"team_blocked"	"team_takeaways"	"team_giveaways"	"team_hits"	"assists"	"goals"	"shots"	"powerPlayGoals"	"powerPlayAssists"	"penaltyMinutes"	"faceOffWins"	"faceoffTaken"	"shortHandedGoals"	"shortHandedAssists"
20210227	20202021	"Tampa Bay Lightning"	"HT"	5	19	22	2	2	12	2	0	22	7	5	22	2	2	19	19	40	1	2
20210227	20202021	"Carolina Hurricanes"	"VT"	3	8	33	2	3	7	10	5	19	6	3	33	2	4	8	38	72	0	0
20210227	20202021	"Florida Panthers"	"HT"	3	6	31	1	4	7	11	9	24	6	3	31	1	2	6	34	72	0	0
20210227	20202021	"Detroit Red Wings"	"VT"	5	2	32	1	1	20	7	7	33	10	5	32	1	2	2	30	51	0	0
20210227	20202021	"Chicago Blackhawks"	"HT"	3	2	36	0	1	7	8	13	34	6	3	36	0	0	2	21	51	0	0
20210227	20202021	"Columbus Blue Jackets"	"VT"	1	8	30	0	3	17	6	11	15	2	1	30	0	0	8	27	55	0	0
20210227	20202021	"Nashville Predators"	"HT"	2	6	33	0	4	9	5	9	11	2	2	33	0	0	6	28	55	0	0
20210227	20202021	"Calgary Flames"	"VT"	6	17	38	1	4	11	3	10	15	8	6	38	1	1	17	38	74	1	1
20210227	20202021	"Ottawa Senators"	"HT"	3	15	34	3	6	18	11	14	23	5	3	34	3	5	15	36	74	0	0
20210227	20202021	"Montréal Canadiens"	"VT"	1	6	41	0	2	6	1	7	26	2	1	41	0	0	6	32	68	0	0
20210227	20202021	"Winnipeg Jets"	"HT"	2	4	21	1	3	19	2	12	15	3	2	21	1	1	4	36	68	0	0
20210227	20202021	"Toronto Maple Leafs"	"VT"	4	0	29	1	1	12	9	11	21	8	4	29	1	2	0	27	52	0	0
20210227	20202021	"Edmonton Oilers"	"HT"	0	2	30	0	0	5	9	14	41	0	0	30	0	0	2	25	52	0	0
20210227	20202021	"Los Angeles Kings"	"VT"	3	6	28	2	4	14	2	2	20	4	3	28	2	4	6	29	52	0	0
20210227	20202021	"Minnesota Wild"	"HT"	4	8	42	0	3	18	4	3	18	8	4	42	0	0	8	23	52	0	0
20210227	20202021	"Colorado Avalanche"	"VT"	6	4	41	1	3	5	5	5	19	10	6	41	1	2	4	30	53	0	0
20210227	20202021	"Arizona Coyotes"	"HT"	2	6	25	0	2	15	2	5	33	3	2	25	0	0	4	23	53	0	0
20210227	20202021	"Vegas Golden Knights"	"VT"	3	4	27	0	3	13	5	14	19	5	3	27	0	0	2	25	59	0	0
20210227	20202021	"Anaheim Ducks"	"HT"	2	6	30	0	1	23	6	10	32	3	2	30	0	0	6	34	59	0	0
20210227	20202021	"St. Louis Blues"	"VT"	7	14	31	0	2	13	8	7	24	10	7	31	0	0	12	41	61	1	2
20210227	20202021	"San Jose Sharks"	"HT"	6	6	40	2	6	12	10	8	19	9	6	40	2	3	6	20	61	0	0
20210228	20202021	"Philadelphia Flyers"	"VT"	3	6	38	0	2	10	5	4	13	6	3	38	0	0	6	25	42	0	0
20210228	20202021	"Buffalo Sabres"	"HT"	0	4	28	0	3	5	3	7	19	0	0	28	0	0	4	17	42	0	0
20210228	20202021	"Pittsburgh Penguins"	"VT"	0	10	20	0	2	11	4	7	24	0	0	20	0	0	10	24	54	0	0
20210228	20202021	"New York Islanders"	"HT"	2	4	30	2	5	10	2	6	31	4	2	30	2	4	4	30	54	0	0
20210228	20202021	"Boston Bruins"	"VT"	4	15	36	0	1	16	4	4	43	7	4	36	0	0	15	28	51	1	1
20210228	20202021	"New York Rangers"	"HT"	1	21	21	0	3	12	2	9	37	2	1	21	0	0	21	23	51	0	0
20210228	20202021	"Detroit Red Wings"	"VT"	2	6	46	1	1	12	5	8	26	4	2	46	1	2	6	31	62	0	0
20210228	20202021	"Chicago Blackhawks"	"HT"	7	6	32	1	1	14	13	16	28	11	7	32	1	2	4	31	62	0	0
20210228	20202021	"Columbus Blue Jackets"	"VT"	1	12	29	0	3	8	9	10	12	2	1	29	0	0	12	23	50	0	0
20210228	20202021	"Nashville Predators"	"HT"	3	16	29	1	1	10	5	15	10	6	3	29	1	2	16	27	50	1	2
20210228	20202021	"Washington Capitals"	"VT"	3	11	23	0	3	12	9	3	12	6	3	23	0	0	9	37	55	0	0
20210228	20202021	"New Jersey Devils"	"HT"	2	11	21	0	3	6	9	5	17	4	2	21	0	0	9	18	55	0	0
20210301	20202021	"Vancouver Canucks"	"VT"	4	2	19	1	2	15	7	14	12	7	4	19	1	2	2	25	54	0	0
20210301	20202021	"Winnipeg Jets"	"HT"	0	4	27	0	1	6	4	7	23	0	0	27	0	0	4	29	54	0	0
20210301	20202021	"Carolina Hurricanes"	"VT"	3	8	31	1	3	10	0	3	20	6	3	31	1	2	8	28	55	0	0
20210301	20202021	"Florida Panthers"	"HT"	2	8	46	0	3	10	14	13	33	3	2	46	0	0	8	27	55	0	0
20210301	20202021	"Calgary Flames"	"VT"	1	4	28	1	3	14	2	10	29	1	1	28	1	1	4	32	58	0	0
20210301	20202021	"Ottawa Senators"	"HT"	5	8	36	0	1	19	13	13	28	5	5	36	0	0	8	26	58	0	0
20210301	20202021	"Toronto Maple Leafs"	"VT"	3	23	23	1	4	14	6	7	16	4	3	23	1	2	23	19	45	0	0
20210301	20202021	"Edmonton Oilers"	"HT"	0	38	31	0	4	7	6	8	22	0	0	31	0	0	38	26	45	0	0
20210301	20202021	"Minnesota Wild"	"VT"	4	6	30	0	0	18	8	4	12	5	4	30	0	0	4	23	58	0	0
20210301	20202021	"Vegas Golden Knights"	"HT"	5	0	39	2	3	11	4	1	26	9	5	39	2	4	0	35	58	0	0
20210301	20202021	"St. Louis Blues"	"VT"	5	8	35	1	3	11	7	7	24	8	5	35	1	2	8	34	66	1	1
20210301	20202021	"Anaheim Ducks"	"HT"	4	6	33	1	4	11	3	14	32	7	4	33	1	2	6	32	66	0	0
20210301	20202021	"Colorado Avalanche"	"VT"	2	8	35	1	4	9	11	8	21	4	2	35	1	2	8	29	51	0	0
20210301	20202021	"San Jose Sharks"	"HT"	6	10	27	1	3	13	11	8	13	10	6	27	1	2	10	22	51	0	0
20210302	20202021	"Carolina Hurricanes"	"VT"	4	8	28	2	3	8	5	5	17	7	4	28	2	4	8	30	62	0	0
20210302	20202021	"Nashville Predators"	"HT"	2	8	38	1	3	12	3	9	12	4	2	38	1	2	8	32	62	0	0
20210302	20202021	"Tampa Bay Lightning"	"VT"	2	11	19	1	5	15	7	12	21	3	2	19	1	2	11	27	46	0	0
20210302	20202021	"Dallas Stars"	"HT"	0	15	28	0	3	14	6	13	26	0	0	28	0	0	15	19	46	0	0
20210302	20202021	"New York Islanders"	"VT"	2	8	20	0	1	16	10	8	10	4	2	20	0	0	6	29	65	0	0
20210302	20202021	"New Jersey Devils"	"HT"	1	2	29	0	4	7	9	23	16	2	1	29	0	0	2	36	65	0	0
20210302	20202021	"Buffalo Sabres"	"VT"	2	9	24	0	1	9	6	8	24	4	2	24	0	0	9	26	44	0	0
20210302	20202021	"New York Rangers"	"HT"	3	7	19	0	2	17	12	4	23	5	3	19	0	0	7	18	44	0	0
20210302	20202021	"Philadelphia Flyers"	"VT"	2	6	42	0	5	15	3	8	33	3	2	42	0	0	6	36	58	0	0
20210302	20202021	"Pittsburgh Penguins"	"HT"	5	10	27	1	3	19	5	8	30	6	5	27	1	2	10	22	58	0	0
20210302	20202021	"Detroit Red Wings"	"VT"	1	10	20	1	3	12	4	4	23	2	1	20	1	2	10	33	58	0	0
20210302	20202021	"Columbus Blue Jackets"	"HT"	4	6	36	1	5	9	5	9	17	6	4	36	1	2	4	25	58	1	0
20210302	20202021	"Ottawa Senators"	"VT"	1	6	27	0	3	21	6	16	16	2	1	27	0	0	6	30	54	0	0
20210302	20202021	"Montréal Canadiens"	"HT"	3	6	33	2	3	9	7	18	37	6	3	33	2	4	6	24	54	0	0
20210302	20202021	"Vancouver Canucks"	"VT"	2	6	33	1	2	15	4	12	11	3	2	33	1	2	6	30	52	0	0
20210302	20202021	"Winnipeg Jets"	"HT"	5	4	39	1	3	13	5	12	24	8	5	39	1	2	4	22	52	0	0
20210303	20202021	"Washington Capitals"	"VT"	1	6	28	0	2	12	7	7	28	2	1	28	0	0	6	28	58	0	0
20210303	20202021	"Boston Bruins"	"HT"	1	6	19	0	2	9	3	7	26	1	1	19	0	0	6	30	58	0	0
20210303	20202021	"Toronto Maple Leafs"	"VT"	6	0	32	2	5	20	8	12	21	12	6	32	2	4	0	31	54	0	0
20210303	20202021	"Edmonton Oilers"	"HT"	1	10	27	0	0	11	7	17	42	2	1	27	0	0	8	23	54	0	0
20210303	20202021	"Minnesota Wild"	"VT"	1	6	37	0	3	17	9	4	23	2	1	37	0	0	6	27	59	0	0
20210303	20202021	"Vegas Golden Knights"	"HT"	5	8	28	0	2	16	12	10	25	8	5	28	0	0	8	32	59	0	0
20210303	20202021	"St. Louis Blues"	"VT"	3	6	21	3	3	17	2	10	31	6	3	21	3	6	6	31	61	0	0
20210303	20202021	"Anaheim Ducks"	"HT"	2	6	29	0	3	12	5	8	31	4	2	29	0	0	6	30	61	0	0
20210303	20202021	"Colorado Avalanche"	"VT"	4	6	38	1	4	10	10	8	15	8	4	38	1	2	6	32	53	0	0
20210303	20202021	"San Jose Sharks"	"HT"	0	14	26	0	3	22	8	15	15	0	0	26	0	0	14	21	53	0	0
20210303	20202021	"Arizona Coyotes"	"VT"	3	8	23	2	3	16	2	2	25	4	3	23	2	4	8	18	48	0	0
20210303	20202021	"Los Angeles Kings"	"HT"	2	6	42	1	4	6	1	9	10	4	2	42	1	2	6	30	48	0	0
20210304	20202021	"Buffalo Sabres"	"VT"	2	8	18	0	0	8	1	6	26	3	2	18	0	0	6	21	48	0	0
20210304	20202021	"New York Islanders"	"HT"	5	2	45	0	3	10	3	11	13	8	5	45	0	0	2	27	48	0	0
20210304	20202021	"New York Rangers"	"VT"	6	13	19	1	2	13	10	14	17	9	6	19	1	2	13	20	56	0	0
20210304	20202021	"New Jersey Devils"	"HT"	1	9	36	0	4	4	12	18	18	1	1	36	0	0	9	36	56	0	0
20210304	20202021	"Detroit Red Wings"	"VT"	2	4	35	1	4	15	3	10	21	4	2	35	1	2	4	32	75	0	0
20210304	20202021	"Carolina Hurricanes"	"HT"	5	8	32	1	2	12	6	16	18	10	5	32	1	2	8	43	75	0	0
20210304	20202021	"Philadelphia Flyers"	"VT"	4	4	35	1	2	9	8	1	42	8	4	35	1	2	4	26	52	0	0
20210304	20202021	"Pittsburgh Penguins"	"HT"	3	4	29	0	2	6	10	9	38	4	3	29	0	0	4	26	52	0	0
20210304	20202021	"Tampa Bay Lightning"	"VT"	3	4	34	0	1	29	9	15	41	4	3	34	0	0	4	36	60	1	2
20210304	20202021	"Chicago Blackhawks"	"HT"	2	2	37	0	2	20	9	8	30	4	2	37	0	0	2	24	60	1	2
20210304	20202021	"Florida Panthers"	"VT"	5	4	38	2	4	14	3	11	9	8	5	38	2	4	4	24	67	0	0
20210304	20202021	"Nashville Predators"	"HT"	4	8	35	0	2	12	5	12	10	8	4	35	0	0	8	43	67	0	0
20210304	20202021	"Winnipeg Jets"	"VT"	4	2	27	0	2	21	6	12	24	5	4	27	0	0	2	21	51	0	0
20210304	20202021	"Montréal Canadiens"	"HT"	3	4	36	1	1	14	8	16	42	6	3	36	1	2	4	30	51	0	0
20210304	20202021	"Ottawa Senators"	"VT"	3	2	32	1	6	8	4	11	16	5	3	32	1	2	2	30	57	0	0
20210304	20202021	"Calgary Flames"	"HT"	7	12	29	0	1	11	10	14	16	10	7	29	0	0	12	27	57	0	0
20210304	20202021	"Toronto Maple Leafs"	"VT"	1	2	32	0	2	13	5	8	18	1	1	32	0	0	2	23	50	0	0
20210304	20202021	"Vancouver Canucks"	"HT"	3	4	28	1	1	18	8	3	20	4	3	28	1	2	4	27	50	0	0
20210304	20202021	"Columbus Blue Jackets"	"VT"	3	4	22	0	2	19	2	15	13	4	3	22	0	0	4	21	47	0	0
20210304	20202021	"Dallas Stars"	"HT"	2	4	24	0	2	13	4	18	20	4	2	24	0	0	4	26	47	0	0
20210305	20202021	"Washington Capitals"	"VT"	1	14	32	0	3	7	13	15	34	2	1	32	0	0	14	26	55	0	0
20210305	20202021	"Boston Bruins"	"HT"	5	26	25	0	2	9	9	8	22	9	5	24	0	0	26	29	55	0	0
20210305	20202021	"Tampa Bay Lightning"	"VT"	3	10	42	1	6	14	10	9	38	6	3	42	1	2	10	27	61	0	0
20210305	20202021	"Chicago Blackhawks"	"HT"	3	12	27	1	5	25	11	12	29	5	3	27	1	2	12	34	61	0	0
20210305	20202021	"Anaheim Ducks"	"VT"	2	6	28	0	2	16	6	5	18	1	2	28	0	0	6	30	55	0	0
20210305	20202021	"Colorado Avalanche"	"HT"	3	4	34	0	3	9	6	5	18	6	3	34	0	0	4	25	55	0	0
20210305	20202021	"Minnesota Wild"	"VT"	5	6	27	0	4	14	2	9	13	7	5	27	0	0	6	29	69	0	0
20210305	20202021	"Arizona Coyotes"	"HT"	1	8	25	0	3	6	5	11	23	2	1	25	0	0	8	40	69	0	0
20210305	20202021	"St. Louis Blues"	"VT"	3	8	22	1	3	9	0	1	27	6	3	22	1	2	8	25	46	0	0
20210305	20202021	"Los Angeles Kings"	"HT"	2	6	30	1	4	13	3	1	15	3	2	30	1	1	4	21	46	0	0
20210305	20202021	"Vegas Golden Knights"	"VT"	5	15	27	0	4	15	5	4	17	9	5	27	0	0	15	32	56	0	0
20210305	20202021	"San Jose Sharks"	"HT"	4	13	29	1	5	22	10	11	34	5	4	29	1	2	13	24	56	0	0
20210306	20202021	"New York Rangers"	"VT"	6	2	28	1	5	9	12	24	17	8	6	28	1	0	2	27	59	0	0
20210306	20202021	"New Jersey Devils"	"HT"	3	10	27	0	1	5	11	26	23	6	3	27	0	0	10	32	59	0	0
20210306	20202021	"Buffalo Sabres"	"VT"	2	0	22	0	1	10	3	18	31	4	2	22	0	0	0	22	43	0	0
20210306	20202021	"New York Islanders"	"HT"	5	2	29	0	0	13	3	13	25	10	5	29	0	0	2	21	43	0	0
20210306	20202021	"Florida Panthers"	"VT"	6	9	32	1	4	16	6	5	14	8	6	32	1	2	9	30	64	0	0
20210306	20202021	"Nashville Predators"	"HT"	2	13	30	1	2	11	5	6	13	4	2	30	1	2	13	34	64	0	0
20210306	20202021	"Winnipeg Jets"	"VT"	1	2	29	1	2	12	6	11	21	2	1	29	1	2	2	21	49	0	0
20210306	20202021	"Montréal Canadiens"	"HT"	7	4	28	0	1	15	4	24	17	12	7	28	0	0	4	28	49	0	0
20210306	20202021	"Calgary Flames"	"VT"	2	14	36	1	3	18	11	10	40	4	2	36	1	2	14	23	52	0	0
20210306	20202021	"Edmonton Oilers"	"HT"	3	16	33	0	2	8	8	13	42	6	3	33	0	0	16	29	52	0	0
20210306	20202021	"Toronto Maple Leafs"	"VT"	2	4	39	0	1	14	2	4	14	4	2	39	0	0	4	25	57	0	0
20210306	20202021	"Vancouver Canucks"	"HT"	4	2	31	2	2	22	8	6	20	7	4	31	2	4	2	32	57	0	0
20210306	20202021	"Columbus Blue Jackets"	"VT"	0	20	21	0	3	16	3	8	13	0	0	21	0	0	16	19	45	0	0
20210306	20202021	"Dallas Stars"	"HT"	5	16	26	1	5	9	1	14	18	8	5	26	1	2	16	26	45	1	1
20210306	20202021	"Anaheim Ducks"	"VT"	5	6	27	2	2	20	9	3	20	9	5	27	2	4	6	35	71	0	0
20210306	20202021	"Colorado Avalanche"	"HT"	4	4	33	1	3	19	11	10	25	8	4	33	1	2	4	36	71	0	0
20210306	20202021	"Minnesota Wild"	"VT"	2	13	34	0	2	18	4	2	17	2	2	34	0	0	13	30	69	0	0
20210306	20202021	"Arizona Coyotes"	"HT"	5	9	31	1	4	8	7	11	26	10	5	31	1	2	9	39	69	0	0
20210306	20202021	"St. Louis Blues"	"VT"	3	6	25	1	2	18	4	1	16	6	3	25	1	2	6	26	49	0	0
20210306	20202021	"Los Angeles Kings"	"HT"	4	4	34	1	3	2	3	5	18	8	4	34	1	2	4	23	49	0	0
20210306	20202021	"Vegas Golden Knights"	"VT"	4	2	32	0	2	19	12	4	29	4	4	32	0	0	2	25	47	0	0
20210306	20202021	"San Jose Sharks"	"HT"	0	4	24	0	1	17	6	4	35	0	0	24	0	0	4	22	47	0	0
20210306	20202021	"Philadelphia Flyers"	"VT"	3	10	22	1	4	14	4	5	32	5	3	22	1	2	10	44	68	0	0
20210306	20202021	"Pittsburgh Penguins"	"HT"	4	12	27	2	3	12	8	9	35	7	4	27	2	4	12	24	68	0	0
20210307	20202021	"Florida Panthers"	"VT"	2	12	23	0	5	14	4	7	21	3	2	23	0	0	10	34	69	0	0
20210307	20202021	"Carolina Hurricanes"	"HT"	4	12	26	1	5	12	7	16	26	7	4	26	1	2	12	35	69	1	2
20210307	20202021	"New Jersey Devils"	"VT"	1	4	25	0	3	13	12	9	19	2	1	25	0	0	4	23	50	0	0
20210307	20202021	"Boston Bruins"	"HT"	0	6	40	0	2	12	14	14	22	0	0	40	0	0	6	27	50	0	0
20210307	20202021	"Nashville Predators"	"VT"	3	13	20	2	5	17	5	5	18	4	3	20	2	4	13	27	54	0	0
20210307	20202021	"Dallas Stars"	"HT"	3	17	38	1	3	13	2	7	18	6	3	38	1	2	17	27	54	0	0
20210307	20202021	"Buffalo Sabres"	"VT"	2	4	26	0	1	12	2	7	19	4	2	26	0	0	4	23	53	0	0
20210307	20202021	"New York Islanders"	"HT"	5	2	30	0	2	9	0	10	18	8	5	30	0	0	2	30	53	0	0
20210307	20202021	"New York Rangers"	"VT"	1	6	24	0	1	11	10	4	43	2	1	24	0	0	4	23	51	0	0
20210307	20202021	"Pittsburgh Penguins"	"HT"	5	2	24	0	3	10	6	11	25	10	5	24	0	0	2	28	51	0	0
20210307	20202021	"Tampa Bay Lightning"	"VT"	6	10	39	4	5	14	5	15	20	11	6	39	4	8	10	27	59	0	0
20210307	20202021	"Chicago Blackhawks"	"HT"	3	18	25	1	4	10	11	12	15	4	3	25	1	2	18	32	59	0	0
20210307	20202021	"Ottawa Senators"	"VT"	3	25	22	0	2	22	5	8	14	6	3	22	0	0	25	25	63	0	0
20210307	20202021	"Calgary Flames"	"HT"	3	11	34	1	8	11	8	7	19	6	3	34	1	2	11	38	63	0	0
20210307	20202021	"Washington Capitals"	"VT"	3	8	27	0	1	11	6	8	24	6	3	27	0	0	8	23	52	0	0
20210307	20202021	"Philadelphia Flyers"	"HT"	1	4	37	0	4	14	4	5	14	1	1	37	0	0	4	29	52	0	0
20210308	20202021	"St. Louis Blues"	"VT"	2	9	26	1	4	15	9	5	18	4	2	26	1	2	9	36	63	0	0
20210308	20202021	"San Jose Sharks"	"HT"	3	13	20	1	2	18	11	7	18	5	3	20	1	2	13	27	63	0	0
20210308	20202021	"Ottawa Senators"	"VT"	2	23	28	0	2	17	10	14	25	4	2	28	0	0	23	21	52	0	0
20210308	20202021	"Edmonton Oilers"	"HT"	3	11	37	1	3	21	7	19	21	5	3	37	1	1	11	31	52	0	0
20210308	20202021	"Montréal Canadiens"	"VT"	1	6	30	1	2	10	3	2	24	2	1	30	1	2	6	24	57	0	0
20210308	20202021	"Vancouver Canucks"	"HT"	1	4	29	0	3	22	9	11	17	2	1	29	0	0	2	33	57	0	0
20210308	20202021	"Vegas Golden Knights"	"VT"	0	4	26	0	3	13	5	3	17	0	0	26	0	0	4	35	61	0	0
20210308	20202021	"Minnesota Wild"	"HT"	2	6	21	0	2	14	9	1	19	3	2	21	0	0	4	26	61	0	0
20210308	20202021	"Arizona Coyotes"	"VT"	3	8	14	1	2	21	11	5	24	6	3	14	1	2	8	26	59	0	0
20210308	20202021	"Colorado Avalanche"	"HT"	2	4	35	1	4	10	7	8	20	4	2	35	1	2	4	33	59	0	0
20210308	20202021	"Los Angeles Kings"	"VT"	5	2	26	2	4	12	6	9	17	8	5	26	2	4	2	27	50	0	0
20210308	20202021	"Anaheim Ducks"	"HT"	6	8	25	0	1	16	9	10	26	10	6	25	0	0	8	23	50	1	2
20210309	20202021	"Boston Bruins"	"VT"	1	6	33	1	2	17	3	13	29	2	1	33	1	2	6	23	43	0	0
20210309	20202021	"New York Islanders"	"HT"	1	6	27	1	2	16	6	10	27	2	1	27	1	2	6	20	43	0	0
20210309	20202021	"Buffalo Sabres"	"VT"	4	8	20	0	2	24	4	4	28	8	4	20	0	0	8	23	53	0	0
20210309	20202021	"Philadelphia Flyers"	"HT"	4	4	33	1	4	11	4	7	23	8	4	33	1	2	4	30	53	0	0
20210309	20202021	"New Jersey Devils"	"VT"	4	6	31	0	3	17	6	8	18	7	4	31	0	0	6	37	70	0	0
20210309	20202021	"Washington Capitals"	"HT"	5	8	30	1	2	11	11	11	18	7	5	30	1	2	8	33	70	0	0
20210309	20202021	"Nashville Predators"	"VT"	2	12	23	0	5	21	4	9	19	3	2	23	0	0	12	32	82	0	0
20210309	20202021	"Carolina Hurricanes"	"HT"	3	10	35	2	6	20	6	9	26	5	3	35	2	4	10	50	82	0	0
20210309	20202021	"New York Rangers"	"VT"	2	2	35	1	3	11	4	2	58	4	2	35	1	2	2	35	64	0	0
20210309	20202021	"Pittsburgh Penguins"	"HT"	4	6	27	0	1	23	9	8	37	5	4	27	0	0	4	29	64	1	2
20210309	20202021	"Florida Panthers"	"VT"	4	6	33	2	4	11	10	6	26	6	4	33	2	4	6	31	52	0	0
20210309	20202021	"Columbus Blue Jackets"	"HT"	2	8	40	0	3	16	12	10	20	3	2	40	0	0	8	21	52	0	0
20210309	20202021	"Tampa Bay Lightning"	"VT"	4	11	29	1	3	12	2	3	16	7	4	29	1	2	11	29	58	0	0
20210309	20202021	"Detroit Red Wings"	"HT"	3	11	23	1	3	7	4	7	16	6	3	23	1	2	11	29	58	0	0
20210309	20202021	"Winnipeg Jets"	"VT"	4	4	23	1	2	15	7	14	28	8	4	23	1	2	4	18	44	0	0
20210309	20202021	"Toronto Maple Leafs"	"HT"	3	4	39	1	2	4	2	11	15	5	3	39	1	2	4	26	44	0	0
20210309	20202021	"Chicago Blackhawks"	"VT"	1	11	22	0	2	12	1	12	19	2	1	22	0	0	9	22	57	0	0
20210309	20202021	"Dallas Stars"	"HT"	6	9	37	1	3	9	2	11	17	10	6	37	1	2	9	35	57	0	0
20210310	20202021	"Ottawa Senators"	"VT"	1	8	22	0	1	9	9	14	49	2	1	22	0	0	6	26	60	0	0
20210310	20202021	"Edmonton Oilers"	"HT"	7	2	36	2	4	16	8	9	23	11	7	36	2	3	2	34	60	0	0
20210310	20202021	"Montréal Canadiens"	"VT"	5	11	45	1	5	10	3	3	24	9	5	45	1	2	11	28	66	0	0
20210310	20202021	"Vancouver Canucks"	"HT"	1	15	24	1	3	19	6	7	18	2	1	24	1	2	13	38	66	0	0
20210310	20202021	"Vegas Golden Knights"	"VT"	3	6	27	0	2	9	5	8	17	5	3	27	0	0	6	29	59	0	0
20210310	20202021	"Minnesota Wild"	"HT"	4	6	31	1	2	19	9	14	14	6	4	31	1	2	6	30	59	0	0
20210310	20202021	"Arizona Coyotes"	"VT"	1	10	14	0	2	20	4	0	11	2	1	14	0	0	10	36	69	0	0
20210310	20202021	"Colorado Avalanche"	"HT"	2	4	46	0	5	17	7	7	6	3	2	46	0	0	2	33	69	0	0
20210310	20202021	"Los Angeles Kings"	"VT"	5	8	37	2	4	18	8	13	23	6	5	37	2	2	8	22	51	0	0
20210310	20202021	"Anaheim Ducks"	"HT"	1	8	34	0	4	8	2	19	20	2	1	34	0	0	8	29	51	0	0
20210311	20202021	"New York Rangers"	"VT"	0	4	27	0	4	6	5	12	20	0	0	27	0	0	4	24	53	0	0
20210311	20202021	"Boston Bruins"	"HT"	4	8	27	1	2	14	8	6	17	6	4	27	1	2	8	29	53	1	1
20210311	20202021	"Pittsburgh Penguins"	"VT"	5	9	27	1	2	8	1	2	9	5	5	27	1	2	9	22	55	0	0
20210311	20202021	"Buffalo Sabres"	"HT"	2	19	23	0	2	9	6	12	17	4	2	23	0	0	19	33	55	0	0
20210311	20202021	"New Jersey Devils"	"VT"	3	10	22	0	1	13	4	13	24	6	3	22	0	0	8	20	43	0	0
20210311	20202021	"New York Islanders"	"HT"	5	2	33	0	5	17	2	6	18	6	5	33	0	0	0	23	43	0	0
20210311	20202021	"Washington Capitals"	"VT"	5	13	22	0	2	8	5	6	25	5	5	22	0	0	11	27	60	0	0
20210311	20202021	"Philadelphia Flyers"	"HT"	3	13	33	1	2	8	6	13	24	6	3	33	1	2	13	33	60	0	0
20210311	20202021	"Nashville Predators"	"VT"	1	6	33	0	1	11	4	8	34	1	1	33	0	0	6	20	56	0	0
20210311	20202021	"Carolina Hurricanes"	"HT"	5	2	26	3	3	13	4	10	21	9	5	26	3	6	2	36	56	0	0
20210311	20202021	"Florida Panthers"	"VT"	5	6	32	1	3	12	4	10	14	10	5	32	1	2	6	33	50	0	0
20210311	20202021	"Columbus Blue Jackets"	"HT"	4	6	32	1	3	13	4	21	16	7	4	32	1	2	6	17	50	0	0
20210311	20202021	"Tampa Bay Lightning"	"VT"	4	13	44	1	6	7	3	4	18	6	4	44	1	2	11	43	71	0	0
20210311	20202021	"Detroit Red Wings"	"HT"	6	17	23	0	4	21	3	7	10	9	6	23	0	0	17	28	71	0	0
20210311	20202021	"Winnipeg Jets"	"VT"	3	2	27	0	2	18	7	8	30	4	3	27	0	0	2	27	61	0	0
20210311	20202021	"Toronto Maple Leafs"	"HT"	4	4	38	0	1	6	6	13	18	8	4	38	0	0	4	34	61	0	0
20210311	20202021	"Montréal Canadiens"	"VT"	1	11	18	0	2	10	4	9	24	1	1	18	0	0	9	27	55	0	0
20210311	20202021	"Calgary Flames"	"HT"	2	9	29	0	3	10	17	13	22	4	2	29	0	0	9	28	55	0	0
20210311	20202021	"Chicago Blackhawks"	"VT"	4	10	16	2	5	20	5	8	15	6	4	16	2	4	10	29	63	0	0
20210311	20202021	"Dallas Stars"	"HT"	2	10	30	0	5	11	9	9	25	2	2	30	0	0	10	34	63	0	0
20210312	20202021	"Vegas Golden Knights"	"VT"	5	6	40	1	4	13	5	13	16	9	5	40	1	2	6	33	65	0	0
20210312	20202021	"St. Louis Blues"	"HT"	4	8	23	2	3	17	6	12	23	8	4	23	2	4	8	32	65	0	0
20210312	20202021	"Ottawa Senators"	"VT"	2	8	25	1	2	10	7	11	37	4	2	25	1	2	8	24	54	0	0
20210312	20202021	"Edmonton Oilers"	"HT"	6	4	37	1	4	17	12	13	19	9	6	37	1	2	4	30	54	0	0
20210312	20202021	"Arizona Coyotes"	"VT"	0	8	25	0	4	16	9	5	4	0	0	25	0	0	8	36	55	0	0
20210312	20202021	"Minnesota Wild"	"HT"	4	8	32	0	4	16	4	7	5	7	4	32	0	0	8	19	55	0	0
20210312	20202021	"Los Angeles Kings"	"VT"	0	9	18	0	3	23	4	8	14	0	0	18	0	0	9	32	63	0	0
20210312	20202021	"Colorado Avalanche"	"HT"	2	11	46	0	2	9	7	3	5	3	2	46	0	0	11	31	63	0	0
20210312	20202021	"San Jose Sharks"	"VT"	6	7	27	2	2	12	7	13	23	10	6	27	2	4	7	26	55	0	0
20210312	20202021	"Anaheim Ducks"	"HT"	0	9	34	0	1	9	4	12	26	0	0	34	0	0	9	29	55	0	0
20210313	20202021	"New York Rangers"	"VT"	4	20	33	0	5	13	5	10	23	7	4	33	0	0	20	25	59	0	0
20210313	20202021	"Boston Bruins"	"HT"	0	20	18	0	5	15	5	5	24	0	0	18	0	0	20	34	59	0	0
20210313	20202021	"Pittsburgh Penguins"	"VT"	3	4	34	1	2	9	3	5	8	5	3	34	1	2	4	27	53	0	0
