"date","gameID","team","VorH","bat_runs","bat_homeRuns","bat_strikeOuts","bat_baseOnBalls","pitch_runs","pitch_homeRuns","pitch_strikeOuts","pitch_baseOnBalls"
20210401,634615,"Los Angeles Dodgers","V",5,0,6,8,8,0,4,3
20210401,634615,"Colorado Rockies","H",8,0,4,3,5,0,6,8
20210401,634618,"Arizona Diamondbacks","V",7,4,12,1,8,2,10,5
20210401,634618,"San Diego Padres","H",8,2,10,5,7,4,12,1
20210401,634622,"Atlanta Braves","V",2,1,10,2,3,0,13,4
20210401,634622,"Philadelphia Phillies","H",3,0,13,4,2,1,10,2
20210401,634625,"San Francisco Giants","V",7,4,7,4,8,0,9,9
20210401,634625,"Seattle Mariners","H",8,0,9,9,7,4,7,4
20210401,634630,"Texas Rangers","V",10,0,16,9,14,3,8,8
20210401,634630,"Kansas City Royals","H",14,3,8,8,10,0,16,9
20210401,634634,"Pittsburgh Pirates","V",5,1,10,11,3,0,13,4
20210401,634634,"Chicago Cubs","H",3,0,13,4,5,1,10,11
20210401,634636,"St. Louis Cardinals","V",11,2,7,3,6,2,8,5
20210401,634636,"Cincinnati Reds","H",6,2,8,5,11,2,7,3
20210401,634638,"Minnesota Twins","V",5,1,17,7,6,0,9,2
20210401,634638,"Milwaukee Brewers","H",6,0,9,2,5,1,17,7
20210401,634640,"Houston Astros","V",8,2,5,6,1,0,10,3
20210401,634640,"Oakland Athletics","H",1,0,10,3,8,2,5,6
20210401,634642,"Toronto Blue Jays","V",3,1,13,2,2,1,13,6
20210401,634642,"New York Yankees","H",2,1,13,6,3,1,13,2
20210401,634645,"Cleveland Indians","V",2,1,5,6,3,1,14,5
20210401,634645,"Detroit Tigers","H",3,1,14,5,2,1,5,6
20210401,634647,"New York Mets","V",5,2,6,0,1,0,8,7
20210401,634647,"Washington Nationals","H",1,0,8,7,5,2,6,0
20210401,634652,"Tampa Bay Rays","V",1,1,12,3,0,0,9,1
20210401,634652,"Miami Marlins","H",0,0,9,1,1,1,12,3
20210401,634655,"Chicago White Sox","V",3,1,10,2,4,1,10,4
20210401,634655,"Los Angeles Angels","H",4,1,10,4,3,1,10,2
20210402,634576,"Arizona Diamondbacks","V",2,1,12,2,4,1,8,7
20210402,634576,"San Diego Padres","H",4,1,8,7,2,1,12,2
20210402,634578,"San Francisco Giants","V",6,2,13,4,3,0,12,4
20210402,634578,"Seattle Mariners","H",3,0,12,4,6,2,13,4
20210402,634602,"Tampa Bay Rays","V",6,3,7,3,4,0,7,3
20210402,634602,"Miami Marlins","H",4,0,7,3,6,3,7,3
20210402,634605,"Houston Astros","V",9,2,11,5,5,1,7,3
20210402,634605,"Oakland Athletics","H",5,1,7,3,9,2,11,5
20210402,634631,"Chicago White Sox","V",12,2,11,5,8,2,12,5
20210402,634631,"Los Angeles Angels","H",8,2,12,5,12,2,11,5
20210402,634653,"Los Angeles Dodgers","V",11,0,7,2,6,4,13,2
20210402,634653,"Colorado Rockies","H",6,4,13,2,11,0,7,2
20210403,634573,"Cleveland Indians","V",2,1,6,4,5,0,6,5
20210403,634573,"Detroit Tigers","H",5,0,6,5,2,1,6,4
20210403,634575,"Minnesota Twins","V",2,1,13,0,0,0,17,1
20210403,634575,"Milwaukee Brewers","H",0,0,17,1,2,1,13,0
20210403,634577,"Baltimore Orioles","V",4,0,11,1,2,0,8,2
20210403,634577,"Boston Red Sox","H",2,0,8,2,4,0,11,1
20210403,634580,"Atlanta Braves","V",0,0,14,0,4,0,10,4
20210403,634580,"Philadelphia Phillies","H",4,0,10,4,0,0,14,0
20210403,634596,"Tampa Bay Rays","V",7,1,6,1,12,2,10,5
20210403,634596,"Miami Marlins","H",12,2,10,5,7,1,6,1
20210403,634604,"Texas Rangers","V",4,1,10,3,11,2,4,4
20210403,634604,"Kansas City Royals","H",11,2,4,4,4,1,10,3
20210403,634620,"New York Mets","V",4,2,8,0,8,5,4,3
20210403,634620,"Washington Nationals","H",8,5,4,3,4,2,8,0
20210403,634623,"Arizona Diamondbacks","V",0,0,11,0,7,1,8,6
20210403,634623,"San Diego Padres","H",7,1,8,6,0,0,11,0
20210403,634629,"Houston Astros","V",9,1,6,2,1,0,11,5
20210403,634629,"Oakland Athletics","H",1,0,11,5,9,1,6,2
20210403,634633,"Los Angeles Dodgers","V",6,1,14,4,5,2,6,3
20210403,634633,"Colorado Rockies","H",5,2,6,3,6,1,14,4
20210403,634639,"San Francisco Giants","V",0,0,12,2,4,2,8,3
20210403,634639,"Seattle Mariners","H",4,2,8,3,0,0,12,2
20210403,634643,"Pittsburgh Pirates","V",1,0,12,1,5,2,12,4
20210403,634643,"Chicago Cubs","H",5,2,12,4,1,0,12,1
20210403,634644,"Toronto Blue Jays","V",3,1,11,3,5,1,10,6
20210403,634644,"New York Yankees","H",5,1,10,6,3,1,11,3
20210403,634646,"Chicago White Sox","V",3,1,10,3,5,1,11,2
20210403,634646,"Los Angeles Angels","H",5,1,11,2,3,1,10,3
20210403,634654,"St. Louis Cardinals","V",6,3,13,5,9,2,8,3
20210403,634654,"Cincinnati Reds","H",9,2,8,3,6,3,13,5
20210404,634556,"New York Mets","V",11,3,8,2,9,1,7,5
20210404,634556,"Washington Nationals","H",9,1,7,5,11,3,8,2
20210404,634557,"Los Angeles Dodgers","V",4,1,8,9,2,0,10,2
20210404,634557,"Colorado Rockies","H",2,0,10,2,4,1,8,9
20210404,634560,"St. Louis Cardinals","V",1,0,9,2,12,2,5,5
20210404,634560,"Cincinnati Reds","H",12,2,5,5,1,0,9,2
20210404,634572,"Arizona Diamondbacks","V",3,0,8,6,1,1,7,5
20210404,634572,"San Diego Padres","H",1,1,7,5,3,0,8,6
20210404,634593,"Texas Rangers","V",7,2,9,4,3,1,14,0
20210404,634593,"Kansas City Royals","H",3,1,14,0,7,2,9,4
20210404,634597,"Minnesota Twins","V",8,2,7,5,2,1,10,3
20210404,634597,"Milwaukee Brewers","H",2,1,10,3,8,2,7,5
20210404,634607,"Toronto Blue Jays","V",3,2,5,2,1,0,6,2
20210404,634607,"New York Yankees","H",1,0,6,2,3,2,5,2
20210404,634610,"Baltimore Orioles","V",11,0,15,8,3,1,8,2
20210404,634610,"Boston Red Sox","H",3,1,8,2,11,0,15,8
20210404,634611,"Cleveland Indians","V",9,3,6,3,3,2,9,3
20210404,634611,"Detroit Tigers","H",3,2,9,3,9,3,6,3
20210404,634613,"Pittsburgh Pirates","V",3,1,7,4,4,1,7,7
20210404,634613,"Chicago Cubs","H",4,1,7,7,3,1,7,4
20210404,634617,"Atlanta Braves","V",1,1,11,3,2,1,13,3
20210404,634617,"Philadelphia Phillies","H",2,1,13,3,1,1,11,3
20210404,634637,"Chicago White Sox","V",4,0,12,6,7,3,5,5
20210404,634637,"Los Angeles Angels","H",7,3,5,5,4,0,12,6
20210404,634651,"Houston Astros","V",9,3,5,4,2,0,9,2
20210404,634651,"Oakland Athletics","H",2,0,9,2,9,3,5,4
20210405,634551,"Chicago White Sox","V",6,1,8,4,0,0,15,4
20210405,634551,"Seattle Mariners","H",0,0,15,4,6,1,8,4
20210405,634552,"Houston Astros","V",6,1,9,5,7,1,3,5
20210405,634552,"Los Angeles Angels","H",7,1,3,5,6,1,9,5
20210405,634558,"Pittsburgh Pirates","V",3,3,15,3,5,2,13,5
20210405,634558,"Cincinnati Reds","H",5,2,13,5,3,3,15,3
20210405,634562,"St. Louis Cardinals","V",4,1,14,4,1,0,6,1
20210405,634562,"Miami Marlins","H",1,0,6,1,4,1,14,4
20210405,634566,"Milwaukee Brewers","V",3,1,12,2,5,3,6,3
20210405,634566,"Chicago Cubs","H",5,3,6,3,3,1,12,2
20210405,634587,"Baltimore Orioles","V",0,0,13,2,7,2,10,7
20210405,634587,"New York Yankees","H",7,2,10,7,0,0,13,2
20210405,634588,"Minnesota Twins","V",15,2,13,11,6,3,6,1
20210405,634588,"Detroit Tigers","H",6,3,6,1,15,2,13,11
20210405,634591,"San Francisco Giants","V",3,3,8,2,2,0,6,4
20210405,634591,"San Diego Padres","H",2,0,6,4,3,3,8,2
20210405,634595,"Atlanta Braves","V",2,1,8,3,0,0,8,3
20210405,634595,"Washington Nationals","H",0,0,8,3,2,1,8,3
20210405,634600,"Los Angeles Dodgers","V",10,2,10,8,3,1,8,4
20210405,634600,"Oakland Athletics","H",3,1,8,4,10,2,10,8
20210405,634601,"Tampa Bay Rays","V",2,0,8,6,11,1,8,3
20210405,634601,"Boston Red Sox","H",11,1,8,3,2,0,8,6
20210405,634606,"New York Mets","V",3,0,11,4,5,0,8,3
20210405,634606,"Philadelphia Phillies","H",5,0,8,3,3,0,11,4
20210405,634612,"Toronto Blue Jays","V",6,2,8,4,2,0,14,1
20210405,634612,"Texas Rangers","H",2,0,14,1,6,2,8,4
20210405,634616,"Kansas City Royals","V",3,1,9,6,0,0,5,4
20210405,634616,"Cleveland Indians","H",0,0,5,4,3,1,9,6
20210406,634529,"San Francisco Giants","V",1,1,11,1,3,1,5,2
20210406,634529,"San Diego Padres","H",3,1,5,2,1,1,11,1
20210406,634530,"Pittsburgh Pirates","V",1,1,6,1,14,2,8,3
20210406,634530,"Cincinnati Reds","H",14,2,8,3,1,1,6,1
20210406,634559,"Milwaukee Brewers","V",4,2,12,5,0,0,10,5
20210406,634559,"Chicago Cubs","H",0,0,10,5,4,2,12,5
20210406,634586,"Houston Astros","V",4,3,15,2,2,1,6,1
20210406,634586,"Los Angeles Angels","H",2,1,6,1,4,3,15,2
20210406,634590,"Tampa Bay Rays","V",5,0,13,5,6,1,15,3
20210406,634590,"Boston Red Sox","H",6,1,15,3,5,0,13,5
20210406,634594,"St. Louis Cardinals","V",4,1,12,4,2,0,10,6
20210406,634594,"Miami Marlins","H",2,0,10,6,4,1,12,4
20210406,634599,"Baltimore Orioles","V",2,1,14,0,7,2,6,5
20210406,634599,"New York Yankees","H",7,2,6,5,2,1,14,0
20210406,634603,"Minnesota Twins","V",3,2,12,2,4,0,15,6
20210406,634603,"Detroit Tigers","H",4,0,15,6,3,2,12,2
20210406,634608,"New York Mets","V",8,2,7,8,4,1,8,3
20210406,634608,"Philadelphia Phillies","H",4,1,8,3,8,2,7,8
20210406,634609,"Chicago White Sox","V",10,3,10,6,4,0,15,3
20210406,634609,"Seattle Mariners","H",4,0,15,3,10,3,10,6
20210406,634619,"Arizona Diamondbacks","V",10,2,13,3,8,5,10,4
20210406,634619,"Colorado Rockies","H",8,5,10,4,10,2,13,3
20210406,634624,"Atlanta Braves","V",5,4,11,3,6,1,9,4
20210406,634624,"Washington Nationals","H",6,1,9,4,5,4,11,3
20210406,634628,"Los Angeles Dodgers","V",5,3,7,2,1,0,10,2
20210406,634628,"Oakland Athletics","H",1,0,10,2,5,3,7,2
20210406,634635,"Toronto Blue Jays","V",4,2,9,1,7,4,6,2
20210406,634635,"Texas Rangers","H",7,4,6,2,4,2,9,1
20210407,634527,"Atlanta Braves","V",7,0,10,3,6,1,8,4
20210407,634527,"Washington Nationals","H",6,1,8,4,7,0,10,3
20210407,634539,"Baltimore Orioles","V",4,2,17,2,3,0,10,2
20210407,634539,"New York Yankees","H",3,0,10,2,4,2,17,2
20210407,634542,"Arizona Diamondbacks","V",0,0,4,2,8,0,10,4
20210407,634542,"Colorado Rockies","H",8,0,10,4,0,0,4,2
20210407,634549,"Milwaukee Brewers","V",4,2,10,1,2,1,12,4
20210407,634549,"Chicago Cubs","H",2,1,12,4,4,2,10,1
20210407,634563,"San Francisco Giants","V",3,1,14,5,2,1,8,1
20210407,634563,"San Diego Padres","H",2,1,8,1,3,1,14,5
20210407,634567,"Los Angeles Dodgers","V",3,0,11,7,4,1,11,5
20210407,634567,"Oakland Athletics","H",4,1,11,5,3,0,11,7
20210407,634570,"Pittsburgh Pirates","V",4,1,9,2,11,4,9,5
20210407,634570,"Cincinnati Reds","H",11,4,9,5,4,1,9,2
20210407,634583,"Toronto Blue Jays","V",1,1,12,1,2,1,8,0
20210407,634583,"Texas Rangers","H",2,1,8,0,1,1,12,1
20210407,634585,"St. Louis Cardinals","V",7,2,9,4,0,0,9,5
20210407,634585,"Miami Marlins","H",0,0,9,5,7,2,9,4
20210407,634589,"Kansas City Royals","V",2,1,14,4,4,2,11,3
20210407,634589,"Cleveland Indians","H",4,2,11,3,2,1,14,4
20210407,634592,"Chicago White Sox","V",4,0,8,10,8,0,7,4
20210407,634592,"Seattle Mariners","H",8,0,7,4,4,0,8,10
20210407,634595,"Atlanta Braves","V",2,1,8,3,0,0,8,3
20210407,634595,"Washington Nationals","H",0,0,8,3,2,1,8,3
20210407,634598,"Minnesota Twins","V",3,0,11,0,2,1,10,1
20210407,634598,"Detroit Tigers","H",2,1,10,1,3,0,11,0
20210407,634626,"New York Mets","V",2,0,9,3,8,3,10,3
20210407,634626,"Philadelphia Phillies","H",8,3,10,3,2,0,9,3
20210407,634641,"Tampa Bay Rays","V",2,0,8,4,9,1,4,1
20210407,634641,"Boston Red Sox","H",9,1,4,1,2,0,8,4
20210408,634544,"Boston Red Sox","V",7,2,10,3,3,2,14,1
20210408,634544,"Baltimore Orioles","H",3,2,14,1,7,2,10,3
20210408,634545,"Los Angeles Angels","V",7,1,11,3,5,2,14,3
20210408,634545,"Toronto Blue Jays","H",5,2,14,3,7,1,11,3
20210408,634546,"Oakland Athletics","V",2,0,10,4,6,3,5,1
20210408,634546,"Houston Astros","H",6,3,5,1,2,0,10,4
20210408,634550,"Seattle Mariners","V",2,1,10,4,10,3,11,3
20210408,634550,"Minnesota Twins","H",10,3,11,3,2,1,10,4
20210408,634555,"Chicago Cubs","V",4,3,7,1,2,0,10,6
20210408,634555,"Pittsburgh Pirates","H",2,0,10,6,4,3,7,1
20210408,634564,"Arizona Diamondbacks","V",3,1,7,6,7,1,3,0
20210408,634564,"Colorado Rockies","H",7,1,3,0,3,1,7,6
20210408,634565,"Kansas City Royals","V",0,0,11,0,6,2,5,5
20210408,634565,"Chicago White Sox","H",6,2,5,5,0,0,11,0
20210408,634568,"Milwaukee Brewers","V",1,0,11,3,3,1,12,2
20210408,634568,"St. Louis Cardinals","H",3,1,12,2,1,0,11,3
20210408,634584,"Miami Marlins","V",2,0,7,3,3,1,6,7
20210408,634584,"New York Mets","H",3,1,6,7,2,0,7,3
20210409,634478,"San Diego Padres","V",3,0,9,2,0,0,10,0
20210409,634478,"Texas Rangers","H",0,0,10,0,3,0,9,2
20210409,634494,"Colorado Rockies","V",1,0,8,1,3,0,7,7
20210409,634494,"San Francisco Giants","H",3,0,7,7,1,0,8,1
20210409,634499,"New York Yankees","V",5,2,10,1,10,1,11,3
20210409,634499,"Tampa Bay Rays","H",10,1,11,3,5,2,10,1
20210409,634505,"Detroit Tigers","V",1,1,10,1,4,2,10,0
20210409,634505,"Cleveland Indians","H",4,2,10,0,1,1,10,1
20210409,634512,"Los Angeles Angels","V",7,2,7,5,1,0,12,4
20210409,634512,"Toronto Blue Jays","H",1,0,12,4,7,2,7,5
20210409,634533,"Washington Nationals","V",0,0,10,1,1,1,6,2
20210409,634533,"Los Angeles Dodgers","H",1,1,6,2,0,0,10,1
20210409,634534,"Philadelphia Phillies","V",1,0,10,2,8,3,7,5
20210409,634534,"Atlanta Braves","H",8,3,7,5,1,0,10,2
20210409,634537,"Oakland Athletics","V",6,3,9,4,2,0,6,3
20210409,634537,"Houston Astros","H",2,0,6,3,6,3,9,4
20210409,634540,"Cincinnati Reds","V",6,1,8,3,5,1,11,9
20210409,634540,"Arizona Diamondbacks","H",5,1,11,9,6,1,8,3
20210410,632169,"Colorado Rockies","V",3,1,11,3,4,1,4,7
20210410,632169,"San Francisco Giants","H",4,1,4,7,3,1,11,3
20210410,632191,"Washington Nationals","V",5,2,6,1,9,1,9,7
20210410,632191,"Los Angeles Dodgers","H",9,1,9,7,5,2,6,1
20210410,632193,"San Diego Padres","V",7,3,4,4,4,1,11,2
20210410,632193,"Texas Rangers","H",4,1,11,2,7,3,4,4
20210410,632195,"Chicago Cubs","V",2,0,14,2,8,1,11,7
20210410,632195,"Pittsburgh Pirates","H",8,1,11,7,2,0,14,2
20210410,632201,"Miami Marlins","V",3,1,15,1,0,0,13,2
20210410,632201,"New York Mets","H",0,0,13,2,3,1,15,1
20210410,632202,"Oakland Athletics","V",7,2,9,2,3,1,8,1
20210410,632202,"Houston Astros","H",3,1,8,1,7,2,9,2
20210410,632205,"Seattle Mariners","V",4,2,8,1,3,1,8,4
20210410,632205,"Minnesota Twins","H",3,1,8,4,4,2,8,1
20210410,632217,"New York Yankees","V",0,0,9,2,4,2,12,3
20210410,632217,"Tampa Bay Rays","H",4,2,12,3,0,0,9,2
20210410,632218,"Detroit Tigers","V",3,2,7,0,11,5,6,6
20210410,632218,"Cleveland Indians","H",11,5,6,6,3,2,7,0
20210410,632222,"Milwaukee Brewers","V",9,2,6,6,5,1,7,5
20210410,632222,"St. Louis Cardinals","H",5,1,7,5,9,2,6,6
20210410,632227,"Los Angeles Angels","V",1,1,10,3,15,0,6,9
20210410,632227,"Toronto Blue Jays","H",15,0,6,9,1,1,10,3
20210410,634484,"Cincinnati Reds","V",3,1,4,1,8,2,6,4
20210410,634484,"Arizona Diamondbacks","H",8,2,6,4,3,1,4,1
20210410,634491,"Boston Red Sox","V",6,1,6,4,4,2,10,5
20210410,634491,"Baltimore Orioles","H",4,2,10,5,6,1,6,4
20210410,634524,"Philadelphia Phillies","V",4,2,12,2,5,1,6,1
20210410,634524,"Atlanta Braves","H",5,1,6,1,4,2,12,2
20210411,632170,"Kansas City Royals","V",4,1,14,5,3,1,8,9
20210411,632170,"Chicago White Sox","H",3,1,8,9,4,1,14,5
20210411,632188,"Colorado Rockies","V",0,0,10,4,4,2,7,4
20210411,632188,"San Francisco Giants","H",4,2,7,4,0,0,10,4
20210411,632192,"Miami Marlins","V",5,0,12,4,6,2,8,2
20210411,632192,"New York Mets","H",6,2,8,2,5,0,12,4
20210411,632196,"Milwaukee Brewers","V",9,3,9,8,3,0,3,4
20210411,632196,"St. Louis Cardinals","H",3,0,3,4,9,3,9,8
20210411,632200,"Boston Red Sox","V",14,6,11,3,9,2,10,8
20210411,632200,"Baltimore Orioles","H",9,2,10,8,14,6,11,3
20210411,632207,"Philadelphia Phillies","V",7,3,6,0,6,3,7,1
20210411,632207,"Atlanta Braves","H",6,3,7,1,7,3,6,0
20210411,632209,"Cincinnati Reds","V",0,0,9,2,7,2,12,6
20210411,632209,"Arizona Diamondbacks","H",7,2,12,6,0,0,9,2
20210411,632214,"Washington Nationals","V",0,0,9,0,3,1,7,1
20210411,632214,"Los Angeles Dodgers","H",3,1,7,1,0,0,9,0
20210411,632215,"Seattle Mariners","V",8,3,12,1,6,1,7,4
20210411,632215,"Minnesota Twins","H",6,1,7,4,8,3,12,1
20210411,632225,"Chicago Cubs","V",1,1,8,1,7,1,10,3
20210411,632225,"Pittsburgh Pirates","H",7,1,10,3,1,1,8,1
20210411,632228,"Detroit Tigers","V",2,1,11,5,5,0,8,7
20210411,632228,"Cleveland Indians","H",5,0,8,7,2,1,11,5
20210411,632232,"New York Yankees","V",8,1,8,7,4,2,13,2
20210411,632232,"Tampa Bay Rays","H",4,2,13,2,8,1,8,7
20210411,632233,"San Diego Padres","V",2,2,4,3,0,0,11,4
20210411,632233,"Texas Rangers","H",0,0,11,4,2,2,4,3
20210412,632197,"Los Angeles Angels","V",10,1,12,3,3,0,14,3
20210412,632197,"Kansas City Royals","H",3,0,14,3,10,1,12,3
20210412,632198,"San Diego Padres","V",6,1,10,4,2,0,9,1
20210412,632198,"Pittsburgh Pirates","H",2,0,9,1,6,1,10,4
20210412,632203,"New York Yankees","V",3,2,8,5,1,0,12,2
20210412,632203,"Toronto Blue Jays","H",1,0,12,2,3,2,8,5
20210412,632204,"Texas Rangers","V",0,0,17,2,1,1,12,5
20210412,632204,"Tampa Bay Rays","H",1,1,12,5,0,0,17,2
20210412,632216,"Cleveland Indians","V",3,1,9,3,4,1,8,4
20210412,632216,"Chicago White Sox","H",4,1,8,4,3,1,9,3
20210412,632219,"Miami Marlins","V",5,1,11,6,3,0,8,5
20210412,632219,"Atlanta Braves","H",3,0,8,5,5,1,11,6
20210412,632220,"Detroit Tigers","V",6,3,9,4,2,2,6,2
20210412,632220,"Houston Astros","H",2,2,6,2,6,3,9,4
20210412,632221,"Chicago Cubs","V",3,1,11,5,6,0,10,4
20210412,632221,"Milwaukee Brewers","H",6,0,10,4,3,1,11,5
20210412,632223,"Boston Red Sox","V",7,1,11,5,1,0,7,3
20210412,632223,"Minnesota Twins","H",1,0,7,3,7,1,11,5
20210412,632224,"Seattle Mariners","V",6,2,6,2,7,0,6,4
20210412,632224,"Baltimore Orioles","H",7,0,6,4,6,2,6,2
20210412,632230,"Washington Nationals","V",5,1,9,4,2,1,11,3
20210412,632230,"St. Louis Cardinals","H",2,1,11,3,5,1,9,4
20210412,632231,"Oakland Athletics","V",9,1,11,4,5,0,6,5
20210412,632231,"Arizona Diamondbacks","H",5,0,6,5,9,1,11,4
20210412,634648,"Cincinnati Reds","V",3,2,9,1,0,0,9,2
20210412,634648,"San Francisco Giants","H",0,0,9,2,3,2,9,1
20210413,632189,"Philadelphia Phillies","V",3,0,14,5,4,1,6,6
20210413,632189,"New York Mets","H",4,1,6,6,3,0,14,5
20210413,632190,"Boston Red Sox","V",4,2,5,2,2,0,4,5
20210413,632190,"Minnesota Twins","H",2,0,4,5,4,2,5,2
20210413,632194,"Chicago Cubs","V",3,1,10,1,2,1,5,4
20210413,632194,"Milwaukee Brewers","H",2,1,5,4,3,1,10,1
20210413,632199,"Cleveland Indians","V",2,0,12,2,0,0,12,1
20210413,632199,"Chicago White Sox","H",0,0,12,1,2,0,12,2
20210413,632206,"Oakland Athletics","V",7,3,14,2,5,1,9,4
20210413,632206,"Arizona Diamondbacks","H",5,1,9,4,7,3,14,2
20210413,632210,"Los Angeles Angels","V",2,1,9,2,3,0,6,2
20210413,632210,"Kansas City Royals","H",3,0,6,2,2,1,9,2
20210413,632211,"Miami Marlins","V",14,3,8,3,8,2,12,4
20210413,632211,"Atlanta Braves","H",8,2,12,4,14,3,8,3
20210413,632212,"Colorado Rockies","V",0,0,12,2,7,4,6,4
20210413,632212,"Los Angeles Dodgers","H",7,4,6,4,0,0,12,2
20210413,632213,"Seattle Mariners","V",4,2,10,2,3,1,6,3
20210413,632213,"Baltimore Orioles","H",3,1,6,3,4,2,10,2
20210413,632224,"Seattle Mariners","V",6,2,6,2,7,0,6,4
20210413,632224,"Baltimore Orioles","H",7,0,6,4,6,2,6,2
20210413,632229,"Detroit Tigers","V",8,5,12,4,2,0,6,3
20210413,632229,"Houston Astros","H",2,0,6,3,8,5,12,4
20210413,634489,"Texas Rangers","V",8,1,9,2,3,0,6,2
20210413,634489,"Tampa Bay Rays","H",3,0,6,2,8,1,9,2
20210413,634502,"Washington Nationals","V",3,0,9,2,14,3,7,7
20210413,634502,"St. Louis Cardinals","H",14,3,7,7,3,0,9,2
20210413,634510,"Cincinnati Reds","V",6,2,12,3,7,3,12,4
20210413,634510,"San Francisco Giants","H",7,3,12,4,6,2,12,3
20210413,634535,"San Diego Padres","V",4,1,6,13,8,0,8,4
20210413,634535,"Pittsburgh Pirates","H",8,0,8,4,4,1,6,13
20210413,634569,"New York Yankees","V",3,0,8,2,7,2,9,4
20210413,634569,"Toronto Blue Jays","H",7,2,9,4,3,0,8,2
20210414,632223,"Boston Red Sox","V",7,1,11,5,1,0,7,3
20210414,632223,"Minnesota Twins","H",1,0,7,3,7,1,11,5
20210414,634495,"Los Angeles Angels","V",1,0,8,1,6,2,9,2
20210414,634495,"Kansas City Royals","H",6,2,9,2,1,0,8,1
20210414,634496,"Texas Rangers","V",5,1,5,5,1,1,10,0
20210414,634496,"Tampa Bay Rays","H",1,1,10,0,5,1,5,5
20210414,634513,"New York Yankees","V",4,2,4,3,5,3,6,2
20210414,634513,"Toronto Blue Jays","H",5,3,6,2,4,2,4,3
20210414,634516,"Cleveland Indians","V",0,0,7,0,8,1,6,3
20210414,634516,"Chicago White Sox","H",8,1,6,3,0,0,7,0
20210414,634521,"Detroit Tigers","V",6,0,10,5,4,1,6,6
20210414,634521,"Houston Astros","H",4,1,6,6,6,0,10,5
20210414,634523,"San Diego Padres","V",1,0,5,3,5,1,11,5
20210414,634523,"Pittsburgh Pirates","H",5,1,11,5,1,0,5,3
20210414,634528,"Philadelphia Phillies","V",1,1,14,1,5,1,7,2
20210414,634528,"New York Mets","H",5,1,7,2,1,1,14,1
20210414,634541,"Washington Nationals","V",6,1,9,7,0,0,8,3
20210414,634541,"St. Louis Cardinals","H",0,0,8,3,6,1,9,7
20210414,634553,"Chicago Cubs","V",0,0,12,0,7,1,11,6
20210414,634553,"Milwaukee Brewers","H",7,1,11,6,0,0,12,0
20210414,634574,"Boston Red Sox","V",3,0,7,3,2,0,5,1
20210414,634574,"Minnesota Twins","H",2,0,5,1,3,0,7,3
20210414,634581,"Miami Marlins","V",6,1,18,5,5,2,8,5
20210414,634581,"Atlanta Braves","H",5,2,8,5,6,1,18,5
20210414,634582,"Cincinnati Reds","V",0,0,6,1,3,0,10,3
20210414,634582,"San Francisco Giants","H",3,0,10,3,0,0,6,1
20210414,634614,"Colorado Rockies","V",2,0,12,2,4,2,8,5
20210414,634614,"Los Angeles Dodgers","H",4,2,8,5,2,0,12,2
20210415,634475,"Toronto Blue Jays","V",5,1,8,3,7,0,5,1
20210415,634475,"Kansas City Royals","H",7,0,5,1,5,1,8,3
20210415,634481,"Arizona Diamondbacks","V",11,4,4,7,6,2,7,2
20210415,634481,"Washington Nationals","H",6,2,7,2,11,4,4,7
20210415,634501,"Cleveland Indians","V",4,1,14,1,2,0,8,2
20210415,634501,"Chicago White Sox","H",2,0,8,2,4,1,14,1
20210415,634522,"Texas Rangers","V",6,3,8,3,4,1,12,8
20210415,634522,"Tampa Bay Rays","H",4,1,12,8,6,3,8,3
20210415,634547,"Colorado Rockies","V",5,2,8,2,7,2,9,5
20210415,634547,"Los Angeles Dodgers","H",7,2,9,5,5,2,8,2
20210415,634554,"Boston Red Sox","V",3,0,10,4,4,1,7,3
20210415,634554,"Minnesota Twins","H",4,1,7,3,3,0,10,4
20210415,634571,"Seattle Mariners","V",4,1,5,2,2,1,6,2
20210415,634571,"Baltimore Orioles","H",2,1,6,2,4,1,5,2
20210415,634579,"Miami Marlins","V",6,1,10,5,7,2,11,5
20210415,634579,"Atlanta Braves","H",7,2,11,5,6,1,10,5
20210415,634621,"San Diego Padres","V",8,1,4,5,3,0,8,2
20210415,634621,"Pittsburgh Pirates","H",3,0,8,2,8,1,4,5
20210415,634632,"Detroit Tigers","V",4,1,10,1,8,2,10,12
20210415,634632,"Oakland Athletics","H",8,2,10,12,4,1,10,1
20210416,634463,"Baltimore Orioles","V",5,2,11,1,2,2,15,1
20210416,634463,"Texas Rangers","H",2,2,15,1,5,2,11,1
20210416,634464,"Tampa Bay Rays","V",8,0,11,7,2,1,14,2
20210416,634464,"New York Yankees","H",2,1,14,2,8,0,11,7
20210416,634469,"Arizona Diamondbacks","V",0,0,13,2,1,1,4,2
20210416,634469,"Washington Nationals","H",1,1,4,2,0,0,13,2
20210416,634474,"St. Louis Cardinals","V",2,1,7,0,9,1,7,4
20210416,634474,"Philadelphia Phillies","H",9,1,7,4,2,1,7,0
20210416,634482,"Cleveland Indians","V",3,2,6,5,10,2,10,3
20210416,634482,"Cincinnati Reds","H",10,2,10,3,3,2,6,5
20210416,634483,"Pittsburgh Pirates","V",6,2,10,3,1,0,11,4
20210416,634483,"Milwaukee Brewers","H",1,0,11,4,6,2,10,3
20210416,634517,"Houston Astros","V",5,0,5,3,6,1,9,5
20210416,634517,"Seattle Mariners","H",6,1,9,5,5,0,5,3
20210416,634518,"Chicago White Sox","V",5,1,6,2,1,0,8,1
