"season"	"date"	"regsea"	"VTabbr"	"VT"	"HTabbr"	"HT"	"HTTZ"	"min"	"pace"	"refs"	"VTscore"	"HTscore"
"2017"	20170903	TRUE	"NYL"	"New York Liberty"	"DAL"	"Dallas Wings"	2	200	92.8	"Tony Dawkins, Daryl Humphrey, Sue Blauch"	82	81
"2017"	20170903	TRUE	"CON"	"Connecticut Sun"	"LAS"	"Los Angeles Sparks"	0	200	95.9	"Eric Brewton, Tiffany Bird, Jeff Wooten"	70	81
"2017"	20170903	TRUE	"WAS"	"Washington Mystics"	"MIN"	"Minnesota Lynx"	2	200	92.8	"Jonathan Sterling, Maj Forsberg, Jeffrey Smith"	72	86
"2017"	20170903	TRUE	"ATL"	"Atlanta Dream"	"PHO"	"Phoenix Mercury"	1	200	91.7	"JB DeRosa, Fatou Cissoko-Stephens, Tommy Nunez"	70	84
"2018"	20180518	TRUE	"DAL"	"Dallas Wings"	"PHO"	"Phoenix Mercury"	1	200	95.5	"Cheryl Flores, Maj Forsberg, Tom Mauer"	78	86
"2018"	20180519	TRUE	"CHI"	"Chicago Sky"	"IND"	"Indiana Fever"	3	200	88.2	"Michael Price, Katie Lukanich, Jeffrey Smith"	82	64
"2018"	20180520	TRUE	"NYL"	"New York Liberty"	"CHI"	"Chicago Sky"	2	200	91.9	"Karleena Tobin, Byron Jarrett, Eric Brewton"	76	80
"2018"	20180520	TRUE	"LVA"	"Las Vegas Aces"	"CON"	"Connecticut Sun"	3	200	101.5	"Billy Smith, Tiara Cruse, Don Hudson"	65	101
"2018"	20180520	TRUE	"ATL"	"Atlanta Dream"	"DAL"	"Dallas Wings"	2	200	96.8	"Daryl Humphrey, Janetta Graham, Roy Gulbeyan"	78	101
"2018"	20180520	TRUE	"LAS"	"Los Angeles Sparks"	"MIN"	"Minnesota Lynx"	2	200	96.7	"Tiffany Bird, Maj Forsberg, Cheryl Flores"	77	76
"2018"	20180520	TRUE	"PHO"	"Phoenix Mercury"	"SEA"	"Seattle Storm"	0	200	92.1	"Jeffrey Wooten, Natalie Sago, Kurt Walker"	87	82
"2018"	20180520	TRUE	"IND"	"Indiana Fever"	"WAS"	"Washington Mystics"	3	200	91.5	"Isaac Barnett, Tim Greene, Sue Blauch"	75	82
"2018"	20180522	TRUE	"LAS"	"Los Angeles Sparks"	"IND"	"Indiana Fever"	3	200	92.3	"Natalie Sago, Randy Richardson, Eric Brewton"	87	70
"2018"	20180522	TRUE	"LVA"	"Las Vegas Aces"	"WAS"	"Washington Mystics"	3	200	103	"Tony Dawkins, Roy Gulbeyan, Cheryl Flores"	70	75
"2018"	20180523	TRUE	"ATL"	"Atlanta Dream"	"CHI"	"Chicago Sky"	2	200	91.7	"Brenda Pantoja, Kevin Sparrock, Billy Smith"	81	63
"2018"	20180523	TRUE	"DAL"	"Dallas Wings"	"MIN"	"Minnesota Lynx"	2	200	100.3	"Katie Lukanich, Byron Jarrett, Jeffrey Smith"	68	76
"2018"	20180523	TRUE	"SEA"	"Seattle Storm"	"PHO"	"Phoenix Mercury"	1	200	90.3	"Tiffany Bird, Fatou Cissoko-Stephens, Michael Price"	87	71
"2018"	20180524	TRUE	"LAS"	"Los Angeles Sparks"	"CON"	"Connecticut Sun"	3	200	92.4	"Tim Greene, Sue Blauch, Roy Gulbeyan"	94	102
"2018"	20180524	TRUE	"WAS"	"Washington Mystics"	"IND"	"Indiana Fever"	3	200	93.5	"Tom Mauer, Byron Jarrett, Ashley Moyer-Gleich"	93	84
"2018"	20180525	TRUE	"MIN"	"Minnesota Lynx"	"NYL"	"New York Liberty"	3	200	88.7	"Jeffrey Wooten, John Butler, Janetta Graham"	78	72
"2018"	20180525	TRUE	"CHI"	"Chicago Sky"	"SEA"	"Seattle Storm"	0	225	88.2	"Maj Forsberg, Isaac Barnett, Toni Patillo"	91	95
"2018"	20180526	TRUE	"DAL"	"Dallas Wings"	"ATL"	"Atlanta Dream"	3	200	101.3	"Tim Greene, Eric Brewton, Kevin Fahy"	78	70
"2018"	20180526	TRUE	"IND"	"Indiana Fever"	"CON"	"Connecticut Sun"	3	200	99.2	"Janetta Graham, John Butler, Jeffrey Wooten"	77	86
"2018"	20180527	TRUE	"PHO"	"Phoenix Mercury"	"LAS"	"Los Angeles Sparks"	0	200	87.9	"Toni Patillo, Kurt Walker, Isaac Barnett"	72	80
"2018"	20180527	TRUE	"SEA"	"Seattle Storm"	"LVA"	"Las Vegas Aces"	0	200	103.3	"Daryl Humphrey, Roy Gulbeyan, Jenna Schroeder"	105	98
"2018"	20180527	TRUE	"MIN"	"Minnesota Lynx"	"WAS"	"Washington Mystics"	3	200	86.9	"Billy Smith, Fatou Cissoko-Stephens, Randy Richardson"	78	90
"2018"	20180529	TRUE	"MIN"	"Minnesota Lynx"	"ATL"	"Atlanta Dream"	3	200	93.5	"Don Hudson, Jeanna Schroeder, Jeffrey Smith, Jenna Schroeder"	74	76
"2018"	20180529	TRUE	"DAL"	"Dallas Wings"	"NYL"	"New York Liberty"	3	200	98.8	"Billy Smith, Sue Blauch, Randy Richardson"	89	94
"2018"	20180529	TRUE	"WAS"	"Washington Mystics"	"SEA"	"Seattle Storm"	0	200	93.4	"Katie Lukanich, Janetta Graham, Tiffany Bird"	77	81
"2018"	20180530	TRUE	"WAS"	"Washington Mystics"	"PHO"	"Phoenix Mercury"	1	200	99.9	"Natalie Sago, Eric Brewton, Daryl Humphrey"	103	95
"2018"	20180531	TRUE	"LVA"	"Las Vegas Aces"	"SEA"	"Seattle Storm"	0	200	92.6	"Tom Mauer, Brenda Pantoja, John Butler"	74	101
"2018"	20180601	TRUE	"CON"	"Connecticut Sun"	"CHI"	"Chicago Sky"	2	200	105.2	"Tiffany Bird, Eric Brewton, Jenna Schroeder"	110	72
"2018"	20180601	TRUE	"WAS"	"Washington Mystics"	"LVA"	"Las Vegas Aces"	0	200	89.4	"Sue Blauch, Kevin Sparrock, Kurt Walker"	73	85
"2018"	20180601	TRUE	"PHO"	"Phoenix Mercury"	"MIN"	"Minnesota Lynx"	2	200	93.6	"Janetta Graham, Michael Price, Jeffrey Wooten"	95	85
"2018"	20180602	TRUE	"SEA"	"Seattle Storm"	"DAL"	"Dallas Wings"	2	200	93.1	"Cheryl Flores, Don Hudson, Tim Greene"	90	94
"2018"	20180602	TRUE	"NYL"	"New York Liberty"	"IND"	"Indiana Fever"	3	225	90.3	"Roy Gulbeyan, Katie Lukanich, Isaac Barnett"	87	81
"2018"	20180603	TRUE	"PHO"	"Phoenix Mercury"	"ATL"	"Atlanta Dream"	3	200	91.1	"Tony Dawkins, Bryon Jarrett, Toni Patillo"	78	71
"2018"	20180603	TRUE	"LVA"	"Las Vegas Aces"	"CHI"	"Chicago Sky"	2	200	106	"Kevin Fahy, Tiara Cruse, Jeffrey Wooten"	90	95
"2018"	20180603	TRUE	"MIN"	"Minnesota Lynx"	"LAS"	"Los Angeles Sparks"	0	200	89.1	"Tiffany Bird, Sue Blauch, Natalie Sago"	69	77
"2018"	20180603	TRUE	"CON"	"Connecticut Sun"	"WAS"	"Washington Mystics"	3	200	92.9	"Jeffrey Smith, Michael Price, Karleena Tobin"	88	64
"2018"	20180605	TRUE	"CON"	"Connecticut Sun"	"ATL"	"Atlanta Dream"	3	200	103.5	"Kevin Sparrock, Tiara Cruse, Billy Smith"	77	82
"2018"	20180605	TRUE	"PHO"	"Phoenix Mercury"	"NYL"	"New York Liberty"	3	200	84.3	"Tom Mauer, Jeffrey Smith, Maj Forsberg"	80	74
"2018"	20180607	TRUE	"SEA"	"Seattle Storm"	"LAS"	"Los Angeles Sparks"	0	200	92.4	"Billy Smith, Roy Gulbeyan, Katie Lukanich"	88	63
"2018"	20180607	TRUE	"CON"	"Connecticut Sun"	"NYL"	"New York Liberty"	3	200	97	"Jenna Schroeder, Tim Greene, Jeffrey Wooten"	88	86
"2018"	20180607	TRUE	"MIN"	"Minnesota Lynx"	"WAS"	"Washington Mystics"	3	200	92.6	"Tiara Cruse, Tom Mauer, Maj Forsberg"	88	80
"2018"	20180608	TRUE	"DAL"	"Dallas Wings"	"IND"	"Indiana Fever"	3	200	94.6	"Jeffrey Wooten, Tiara Cruse, John Butler"	89	83
"2018"	20180608	TRUE	"ATL"	"Atlanta Dream"	"LVA"	"Las Vegas Aces"	0	200	99.6	"Ashley Moyer-Gleich, Don Hudson, Eric Brewton"	87	83
"2018"	20180608	TRUE	"CHI"	"Chicago Sky"	"PHO"	"Phoenix Mercury"	1	200	90.1	"Billy Smith, Kurt Walker, Katie Lukanich"	79	96
"2018"	20180609	TRUE	"MIN"	"Minnesota Lynx"	"CON"	"Connecticut Sun"	3	200	91.8	"Jeffrey Smith, Randy Richardson, Isaac Barnett"	75	89
"2018"	20180610	TRUE	"CHI"	"Chicago Sky"	"LAS"	"Los Angeles Sparks"	0	200	87.1	"Don Hudson, Eric Brewton, Ashley Moyer-Gleich"	59	77
"2018"	20180610	TRUE	"IND"	"Indiana Fever"	"NYL"	"New York Liberty"	3	200	90.2	"Kevin Fahy, Sue Blauch, Kevin Sparrock"	75	78
"2018"	20180610	TRUE	"LVA"	"Las Vegas Aces"	"PHO"	"Phoenix Mercury"	1	200	94.9	"Janetta Graham, Michael Price, Tim Greene"	66	72
"2018"	20180610	TRUE	"ATL"	"Atlanta Dream"	"SEA"	"Seattle Storm"	0	200	95.3	"Karleena Tobin, Kurt Walker, Tony Dawkins"	67	64
"2018"	20180612	TRUE	"PHO"	"Phoenix Mercury"	"DAL"	"Dallas Wings"	2	200	92.9	"Sue Blauch, Byron Jarrett, Jeffrey Smith"	75	72
"2018"	20180612	TRUE	"LVA"	"Las Vegas Aces"	"IND"	"Indiana Fever"	3	225	95.3	"Randy Richardson, Billy Smith, Katie Lukanich"	101	92
"2018"	20180612	TRUE	"ATL"	"Atlanta Dream"	"LAS"	"Los Angeles Sparks"	0	200	83.3	"Tim Greene, Cheryl Flores, Michael Price"	64	72
"2018"	20180612	TRUE	"CHI"	"Chicago Sky"	"SEA"	"Seattle Storm"	0	200	88.7	"Janetta Graham, Jeffrey Wooten, Brenda Pantoja"	85	96
"2018"	20180613	TRUE	"WAS"	"Washington Mystics"	"CON"	"Connecticut Sun"	3	200	94.2	"Eric Brewton, Karleena Tobin, Tiara Cruse"	95	91
"2018"	20180613	TRUE	"LVA"	"Las Vegas Aces"	"NYL"	"New York Liberty"	3	200	88.7	"Tony Dawkins, Tiffany Bird, Isaac Barnett"	78	63
"2018"	20180614	TRUE	"IND"	"Indiana Fever"	"ATL"	"Atlanta Dream"	3	200	92.4	"Don Hudson, Byron Jarrett, Natalie Sago"	67	72
"2018"	20180615	TRUE	"LVA"	"Las Vegas Aces"	"DAL"	"Dallas Wings"	2	200	92.9	"Karleena Tobin, Brenda Pantoja, Roy Gulbeyan"	67	77
"2018"	20180615	TRUE	"CON"	"Connecticut Sun"	"SEA"	"Seattle Storm"	0	200	94.9	"Maj Forsberg, Fatou Cissoko-Stephens, Tim Greene"	92	103
"2018"	20180615	TRUE	"LAS"	"Los Angeles Sparks"	"WAS"	"Washington Mystics"	3	200	89.7	"Tiffany Bird, Isaac Barnett, Billy Smith"	97	86
"2018"	20180616	TRUE	"ATL"	"Atlanta Dream"	"IND"	"Indiana Fever"	3	200	95.1	"Tiffany Bird, Sue Blauch, Tom Mauer"	64	96
"2018"	20180616	TRUE	"NYL"	"New York Liberty"	"MIN"	"Minnesota Lynx"	2	200	95.8	"Kurt Walker, Byron Jarrett, Natalie Sago"	71	85
"2018"	20180616	TRUE	"CON"	"Connecticut Sun"	"PHO"	"Phoenix Mercury"	1	200	95.9	"Cheryl Flores, Kevin Sparrock, Cheryl Flores, Kevin Sparrock, Jeffrey Wooten, Jeffrey Wooten"	72	89
"2018"	20180617	TRUE	"LAS"	"Los Angeles Sparks"	"CHI"	"Chicago Sky"	2	200	90.2	"Fatou Cissoko-Stephens, Jeffrey Smith, Roy Gulbeyan"	81	72
"2018"	20180617	TRUE	"PHO"	"Phoenix Mercury"	"LVA"	"Las Vegas Aces"	0	200	94.8	"Tiara Cruse, Maj Forsberg, Daryl Humphrey"	92	80
"2018"	20180619	TRUE	"IND"	"Indiana Fever"	"LAS"	"Los Angeles Sparks"	0	200	88.6	"Daryl Humphrey, Kurt Walker, Brenda Pantoja"	55	74
"2018"	20180619	TRUE	"DAL"	"Dallas Wings"	"MIN"	"Minnesota Lynx"	2	200	102.5	"Maj Forsberg, Katie Lukanich, Jeffrey Smith"	83	91
"2018"	20180619	TRUE	"ATL"	"Atlanta Dream"	"NYL"	"New York Liberty"	3	200	101.2	"Roy Gulbeyan, Fatou Cissoko-Stephens, Tiara Cruse"	72	79
"2018"	20180619	TRUE	"LVA"	"Las Vegas Aces"	"SEA"	"Seattle Storm"	0	200	96.1	"Randy Richardson, Michael Price, Cheryl Flores"	89	77
"2018"	20180619	TRUE	"CHI"	"Chicago Sky"	"WAS"	"Washington Mystics"	3	200	86.3	"Ashley Moyer-Gleich, Tim Greene, Eric Brewton"	60	88
"2018"	20180622	TRUE	"CON"	"Connecticut Sun"	"ATL"	"Atlanta Dream"	3	200	97.7	"Tim Greene, Katie Lukanich, Jeffrey Wooten"	70	75
"2018"	20180622	TRUE	"WAS"	"Washington Mystics"	"CHI"	"Chicago Sky"	2	200	102	"Tiara Cruse, Kurt Walker, Karleena Tobin"	93	77
"2018"	20180622	TRUE	"LAS"	"Los Angeles Sparks"	"DAL"	"Dallas Wings"	2	200	89.9	"Isaac Barnett, Michael Price, Cheryl Flores"	72	101
"2018"	20180622	TRUE	"NYL"	"New York Liberty"	"LVA"	"Las Vegas Aces"	0	200	98.1	"Billy Smith, Sue Blauch, Jeffrey Smith"	78	88
"2018"	20180622	TRUE	"MIN"	"Minnesota Lynx"	"PHO"	"Phoenix Mercury"	1	200	94.7	"Byron Jarrett, Janetta Graham, Daryl Humphrey"	83	72
"2018"	20180622	TRUE	"IND"	"Indiana Fever"	"SEA"	"Seattle Storm"	0	200	93.7	"Roy Gulbeyan, Natalie Sago, Kevin Sparrock"	63	72
"2018"	20180624	TRUE	"PHO"	"Phoenix Mercury"	"CHI"	"Chicago Sky"	2	200	97.8	"Katie Lukanich, Billy Smith, Tim Greene"	88	97
"2018"	20180624	TRUE	"SEA"	"Seattle Storm"	"DAL"	"Dallas Wings"	2	200	95.1	"Sue Blauch, Randy Richardson, Kurt Walker"	97	76
"2018"	20180624	TRUE	"CON"	"Connecticut Sun"	"IND"	"Indiana Fever"	3	200	87.2	"Don Hudson, Tiara Cruse, Michael Price"	87	78
"2018"	20180624	TRUE	"NYL"	"New York Liberty"	"LAS"	"Los Angeles Sparks"	0	200	90.7	"Janetta Graham, Tom Mauer, Eric Brewton"	54	80
"2018"	20180624	TRUE	"MIN"	"Minnesota Lynx"	"LVA"	"Las Vegas Aces"	0	200	95.5	"Roy Gulbeyan, Natalie Sago, Brenda Pantoja"	88	73
"2018"	20180626	TRUE	"DAL"	"Dallas Wings"	"LAS"	"Los Angeles Sparks"	0	200	97.4	"Natalie Sago, Byron Jarrett, John Butler"	83	87
"2018"	20180626	TRUE	"SEA"	"Seattle Storm"	"MIN"	"Minnesota Lynx"	2	200	93.7	"Jeffrey Wooten, Jenna Schroeder, Eric Brewton"	79	91
"2018"	20180626	TRUE	"PHO"	"Phoenix Mercury"	"NYL"	"New York Liberty"	3	200	88.8	"Michael Price, Cheryl Flores, Randy Richardson"	83	69
"2018"	20180626	TRUE	"CON"	"Connecticut Sun"	"WAS"	"Washington Mystics"	3	200	90.7	"Jeffrey Smith, Sue Blauch, Kevin Fahy"	80	92
"2018"	20180627	TRUE	"ATL"	"Atlanta Dream"	"CHI"	"Chicago Sky"	2	200	97.4	"Kevin Sparrock, Isaac Barnett, Tiffany Bird"	80	93
"2018"	20180627	TRUE	"IND"	"Indiana Fever"	"CON"	"Connecticut Sun"	3	200	93.2	"Cheryl Flores, Fatou Cissoko-Stephens, Janetta Graham"	89	101
"2018"	20180627	TRUE	"DAL"	"Dallas Wings"	"LVA"	"Las Vegas Aces"	0	200	100.3	"Tom Mauer, Ashley Moyer-Gleich, Maj Forsberg"	97	91
"2018"	20180628	TRUE	"LAS"	"Los Angeles Sparks"	"SEA"	"Seattle Storm"	0	200	88.7	"Jeffrey Smith, Tim Greene, Brenda Pantoja"	72	81
"2018"	20180628	TRUE	"NYL"	"New York Liberty"	"WAS"	"Washington Mystics"	3	200	89	"Jeffrey Wooten, Toni Patillo, Karleena Tobin"	77	80
"2018"	20180629	TRUE	"PHO"	"Phoenix Mercury"	"IND"	"Indiana Fever"	3	200	93.1	"Tiffany Bird, Isaac Barnett, Maj Forsberg"	95	77
"2018"	20180629	TRUE	"LAS"	"Los Angeles Sparks"	"LVA"	"Las Vegas Aces"	0	200	94.6	"Kevin Sparrock, Randy Richardson, Cheryl Flores"	78	94
"2018"	20180629	TRUE	"ATL"	"Atlanta Dream"	"MIN"	"Minnesota Lynx"	2	200	95.8	"Don Hudson, Janetta Graham, Billy Smith"	74	85
"2018"	20180629	TRUE	"CHI"	"Chicago Sky"	"NYL"	"New York Liberty"	3	200	95.4	"Tiara Cruse, Kurt Walker, Fatou Cissoko-Stephens"	103	99
"2018"	20180630	TRUE	"PHO"	"Phoenix Mercury"	"WAS"	"Washington Mystics"	3	200	93	"Fatou Cissoko-Stephens, Eric Brewton, Byron Jarrett"	84	74
"2018"	20180701	TRUE	"NYL"	"New York Liberty"	"CHI"	"Chicago Sky"	2	225	95.5	"Maj Forsberg, Don Hudson, Kevin Fahy"	97	94
"2018"	20180701	TRUE	"MIN"	"Minnesota Lynx"	"DAL"	"Dallas Wings"	2	200	93.8	"Isaac Barnett, Tiffany Bird, Brenda Pantoja"	76	72
"2018"	20180701	TRUE	"ATL"	"Atlanta Dream"	"IND"	"Indiana Fever"	3	200	98.1	"Natalie Sago, Jeffrey Wooten, Kurt Walker"	87	83
"2018"	20180701	TRUE	"LVA"	"Las Vegas Aces"	"LAS"	"Los Angeles Sparks"	0	200	93.2	"Tony Dawkins, Toni Patillo, Michael Price"	71	87
"2018"	20180701	TRUE	"CON"	"Connecticut Sun"	"SEA"	"Seattle Storm"	0	200	91	"Katie Lukanich, Billy Smith, Ashley Moyer-Gleich"	70	84
"2018"	20180703	TRUE	"CHI"	"Chicago Sky"	"DAL"	"Dallas Wings"	2	200	98.2	"Jeffrey Smith, Katie Lukanich, Jeffrey Wooten"	85	108
"2018"	20180703	TRUE	"CON"	"Connecticut Sun"	"LAS"	"Los Angeles Sparks"	0	200	90.5	"Maj Forsberg, Tiara Cruse, Isaac Barnett"	73	72
"2018"	20180703	TRUE	"IND"	"Indiana Fever"	"MIN"	"Minnesota Lynx"	2	200	86.7	"Randy Richardson, Cheryl Flores, Tim Greene"	71	59
"2018"	20180703	TRUE	"SEA"	"Seattle Storm"	"NYL"	"New York Liberty"	3	200	86.3	"Karleena Tobin, Eric Brewton, Byron Jarrett"	77	62
"2018"	20180705	TRUE	"IND"	"Indiana Fever"	"DAL"	"Dallas Wings"	2	200	97.5	"John Butler, Eric Brewton, Tiara Cruse"	63	90
"2018"	20180705	TRUE	"CHI"	"Chicago Sky"	"LVA"	"Las Vegas Aces"	0	200	97.1	"Natalie Sago, Billy Smith, Brenda Pantoja"	80	84
"2018"	20180705	TRUE	"LAS"	"Los Angeles Sparks"	"MIN"	"Minnesota Lynx"	2	200	85.4	"Jeffrey Wooten, Karleena Tobin, Byron Jarrett"	72	83
"2018"	20180705	TRUE	"CON"	"Connecticut Sun"	"PHO"	"Phoenix Mercury"	1	200	92.3	"Jeffrey Smith, Tiffany Bird, Don Hudson"	77	84
"2018"	20180705	TRUE	"NYL"	"New York Liberty"	"WAS"	"Washington Mystics"	3	200	88.5	"Randy Richardson, Tim Greene, Cheryl Flores"	67	86
"2018"	20180706	TRUE	"SEA"	"Seattle Storm"	"ATL"	"Atlanta Dream"	3	200	101.3	"Randy Richardson, Sue Blauch, Isaac Barnett"	95	86
"2018"	20180707	TRUE	"MIN"	"Minnesota Lynx"	"CHI"	"Chicago Sky"	2	200	92.1	"Eric Brewton, Tiara Cruse, Tony Dawkins"	63	77
"2018"	20180707	TRUE	"WAS"	"Washington Mystics"	"LAS"	"Los Angeles Sparks"	0	200	93.5	"Billy Smith, Tiffany Bird, Don Hudson"	83	74
"2018"	20180707	TRUE	"CON"	"Connecticut Sun"	"LVA"	"Las Vegas Aces"	0	200	98.4	"Janetta Graham, Kurt Walker, John Butler"	90	94
"2018"	20180708	TRUE	"PHO"	"Phoenix Mercury"	"ATL"	"Atlanta Dream"	3	200	98.4	"Kevin Sparrock, Brenda Pantoja, Byron Jarrett"	70	76
"2018"	20180708	TRUE	"DAL"	"Dallas Wings"	"NYL"	"New York Liberty"	3	200	91.5	"Tim Greene, Sue Blauch, Isaac Barnett"	97	87
"2018"	20180708	TRUE	"WAS"	"Washington Mystics"	"SEA"	"Seattle Storm"	0	200	89.8	"Jenna Schroeder, Daryl Humphrey, Jeffrey Smith"	91	97
"2018"	20180710	TRUE	"LVA"	"Las Vegas Aces"	"CHI"	"Chicago Sky"	2	200	97.8	"Byron Jarrett, Fatou Cissoko-Stephens, Karleena Tobin"	98	74
"2018"	20180710	TRUE	"PHO"	"Phoenix Mercury"	"DAL"	"Dallas Wings"	2	200	94.7	"Daryl Humphrey, Cheryl Flores, Toni Patillo"	72	101
"2018"	20180710	TRUE	"LAS"	"Los Angeles Sparks"	"SEA"	"Seattle Storm"	0	225	87.8	"Tony Dawkins, Janetta Graham, Roy Gulbeyan"	77	75
"2018"	20180711	TRUE	"NYL"	"New York Liberty"	"CON"	"Connecticut Sun"	3	200	96.1	"Maj Forsberg, Tom Mauer, Tiffany Bird"	79	76
"2018"	20180711	TRUE	"MIN"	"Minnesota Lynx"	"IND"	"Indiana Fever"	3	200	87.1	"Tim Greene, Brenda Pantoja, Jeffrey Smith"	87	65
"2018"	20180711	TRUE	"ATL"	"Atlanta Dream"	"WAS"	"Washington Mystics"	3	200	89.3	"Kurt Walker, Tiara Cruse, Don Hudson"	106	89
"2018"	20180712	TRUE	"DAL"	"Dallas Wings"	"LAS"	"Los Angeles Sparks"	0	200	92.8	"Fatou Cissoko-Stephens, Jeffrey Wooten, Byron Jarrett"	92	77
"2018"	20180713	TRUE	"IND"	"Indiana Fever"	"ATL"	"Atlanta Dream"	3	200	93.4	"Tiffany Bird, Tony Dawkins, Cheryl Flores"	74	98
"2018"	20180713	TRUE	"PHO"	"Phoenix Mercury"	"CON"	"Connecticut Sun"	3	200	91.7	"Kurt Walker, Karleena Tobin, Janetta Graham"	87	91
"2018"	20180713	TRUE	"LVA"	"Las Vegas Aces"	"MIN"	"Minnesota Lynx"	2	200	94.7	"Toni Patillo, Don Hudson, Eric Brewton"	85	77
"2018"	20180713	TRUE	"CHI"	"Chicago Sky"	"WAS"	"Washington Mystics"	3	200	92.9	"Brenda Pantoja, Maj Forsberg, Daryl Humphrey"	72	88
"2018"	20180714	TRUE	"DAL"	"Dallas Wings"	"SEA"	"Seattle Storm"	0	200	99	"Ashley Moyer-Gleich, Tiara Cruse, Billy Smith"	84	91
"2018"	20180715	TRUE	"WAS"	"Washington Mystics"	"ATL"	"Atlanta Dream"	3	200	89.6	"Toni Patillo, Roy Gulbeyan, Katie Lukanich"	77	80
"2018"	20180715	TRUE	"PHO"	"Phoenix Mercury"	"IND"	"Indiana Fever"	3	200	92.7	"Fatou Cissoko-Stephens, Byron Jarrett, Maj Forsberg"	101	82
"2018"	20180715	TRUE	"LAS"	"Los Angeles Sparks"	"LVA"	"Las Vegas Aces"	0	200	98.3	"Michael Price, Tiffany Bird, Kevin Sparrock"	99	78
"2018"	20180715	TRUE	"CON"	"Connecticut Sun"	"MIN"	"Minnesota Lynx"	2	200	88.9	"Tony Dawkins, Sue Blauch, Natalie Sago"	83	64
"2018"	20180715	TRUE	"CHI"	"Chicago Sky"	"NYL"	"New York Liberty"	3	200	94.1	"Jeffrey Smith, Janetta Graham, Kurt Walker"	84	107
"2018"	20180717	TRUE	"ATL"	"Atlanta Dream"	"CON"	"Connecticut Sun"	3	200	99.4	"Eric Brewton, Jenna Schroeder, Byron Jarrett"	86	83
"2018"	20180717	TRUE	"NYL"	"New York Liberty"	"DAL"	"Dallas Wings"	2	200	101.1	"Tiffany Bird, Roy Gulbeyan, Tony Dawkins"	87	104
"2018"	20180718	TRUE	"SEA"	"Seattle Storm"	"CHI"	"Chicago Sky"	2	200	99.4	"Kevin Sparrock, Toni Patillo, Jeffrey Wooten"	101	83
"2018"	20180718	TRUE	"IND"	"Indiana Fever"	"MIN"	"Minnesota Lynx"	2	200	85	"Jeffrey Smith, Karleena Tobin, Michael Price"	65	89
"2018"	20180719	TRUE	"NYL"	"New York Liberty"	"ATL"	"Atlanta Dream"	3	200	98.5	"Tiara Cruse, Kevin Fahy, Sue Blauch"	68	82
"2018"	20180719	TRUE	"WAS"	"Washington Mystics"	"DAL"	"Dallas Wings"	2	200	98.7	"Kurt Walker, Natalie Sago, Don Hudson"	81	90
"2018"	20180719	TRUE	"LVA"	"Las Vegas Aces"	"PHO"	"Phoenix Mercury"	1	200	103.3	"Roy Gulbeyan, Tony Dawkins, Cheryl Flores"	85	82
"2018"	20180720	TRUE	"DAL"	"Dallas Wings"	"CHI"	"Chicago Sky"	2	200	104.1	"Maj Forsberg, Randy Richardson, Janetta Graham"	99	114
"2018"	20180720	TRUE	"SEA"	"Seattle Storm"	"CON"	"Connecticut Sun"	3	200	91	"Michael Price, Kevin Fahy, Brenda Pantoja"	78	65
"2018"	20180720	TRUE	"IND"	"Indiana Fever"	"LAS"	"Los Angeles Sparks"	0	200	86.8	"Cheryl Flores, Jeffrey Wooten, Tom Mauer"	78	76
"2018"	20180721	TRUE	"WAS"	"Washington Mystics"	"NYL"	"New York Liberty"	3	200	92.1	"Tim Greene, Tony Dawkins, Isaac Barnett"	95	78
"2018"	20180721	TRUE	"MIN"	"Minnesota Lynx"	"PHO"	"Phoenix Mercury"	1	200	89.7	"Tiffany Bird, Natalie Sago, Jeffrey Wooten"	80	75
"2018"	20180722	TRUE	"SEA"	"Seattle Storm"	"ATL"	"Atlanta Dream"	3	200	92.4	"Jeffrey Smith, Billy Smith, Randy Richardson"	74	87
"2018"	20180722	TRUE	"LAS"	"Los Angeles Sparks"	"CHI"	"Chicago Sky"	2	200	91.7	"Roy Gulbeyan, Brenda Pantoja, Kevin Fahy"	93	76
"2018"	20180722	TRUE	"CON"	"Connecticut Sun"	"DAL"	"Dallas Wings"	2	200	90.4	"Tom Mauer, Sue Blauch, Isaac Barnett"	92	75
"2018"	20180722	TRUE	"IND"	"Indiana Fever"	"LVA"	"Las Vegas Aces"	0	200	94.8	"Don Hudson, John Butler, Maj Forsberg"	74	88
"2018"	20180724	TRUE	"WAS"	"Washington Mystics"	"CON"	"Connecticut Sun"	3	200	91.7	"Jeffrey Smith, Karleena Tobin, Billy Smith"	68	94
"2018"	20180724	TRUE	"SEA"	"Seattle Storm"	"IND"	"Indiana Fever"	3	200	96.4	"Roy Gulbeyan, Sue Blauch, Jenna Schroeder"	92	72
"2018"	20180724	TRUE	"ATL"	"Atlanta Dream"	"LAS"	"Los Angeles Sparks"	0	200	89.4	"John Butler, Isaac Barnett, Maj Forsberg"	81	71
"2018"	20180724	TRUE	"NYL"	"New York Liberty"	"MIN"	"Minnesota Lynx"	2	200	91.5	"Byron Jarrett, Tom Mauer, Katie Lukanich"	82	85
"2018"	20180725	TRUE	"CHI"	"Chicago Sky"	"PHO"	"Phoenix Mercury"	1	200	94.6	"Ashley Moyer-Gleich, Randy Richardson, Kurt Walker"	101	87
