"season"	"date"	"regsea"	"VTabbr"	"VT"	"HTabbr"	"HT"	"HTTZ"	"min"	"pace"	"refs"	"VTscore"	"HTscore"
"2017"	20170607	TRUE	"PHO"	"Phoenix Mercury"	"IND"	"Indiana Fever"	3	225	92.9	"Maj Forsberg, Tim Greene, Don Hudson"	98	90
"2017"	20170607	TRUE	"ATL"	"Atlanta Dream"	"NYL"	"New York Liberty"	3	200	92.5	"Janetta Graham, Vladimir Voyard-Tadal, Byron Jarrett"	61	76
"2017"	20170609	TRUE	"LAS"	"Los Angeles Sparks"	"DAL"	"Dallas Wings"	2	200	99.3	"Daryl Humphrey, Maj Forsberg, Jeffrey Smith"	90	96
"2017"	20170609	TRUE	"SEA"	"Seattle Storm"	"IND"	"Indiana Fever"	3	200	84.5	"Karleena Tobin, Tommy Nunez, Tony Dawkins"	80	83
"2017"	20170609	TRUE	"MIN"	"Minnesota Lynx"	"WAS"	"Washington Mystics"	3	200	90.5	"Kurt Walker, Tiara Cruse, JB DeRosa"	98	73
"2017"	20170610	TRUE	"ATL"	"Atlanta Dream"	"CON"	"Connecticut Sun"	3	200	98.7	"Fatou Cissoko-Stephens, Tim Greene, Don Hudson"	71	104
"2017"	20170610	TRUE	"LAS"	"Los Angeles Sparks"	"PHO"	"Phoenix Mercury"	1	200	89.5	"Roy Gulbeyan, Katie Lukanich, Tom Mauer"	89	87
"2017"	20170610	TRUE	"CHI"	"Chicago Sky"	"SAS"	"San Antonio Stars"	2	225	89	"Daryl Humphrey, Isaac Barnett, Maj Forsberg"	85	81
"2017"	20170611	TRUE	"MIN"	"Minnesota Lynx"	"DAL"	"Dallas Wings"	2	200	92.7	"Janetta Graham, Tony Dawkins, Billy Smith"	91	74
"2017"	20170611	TRUE	"SEA"	"Seattle Storm"	"NYL"	"New York Liberty"	3	200	93.7	"Randy Richardson, Tiara Cruse, Kurt Walker"	86	94
"2017"	20170611	TRUE	"IND"	"Indiana Fever"	"WAS"	"Washington Mystics"	3	200	86.6	"Natalie Sago, Jeffrey Smith, Jeff Wooten"	70	88
"2017"	20170613	TRUE	"DAL"	"Dallas Wings"	"LAS"	"Los Angeles Sparks"	0	200	93.4	"Byron Jarrett, Fatou Cissoko-Stephens, Cheryl Flores"	87	97
"2017"	20170613	TRUE	"ATL"	"Atlanta Dream"	"SEA"	"Seattle Storm"	0	225	90.1	"Katie Lukanich, Eric Brewton, Billy Smith"	91	86
"2017"	20170614	TRUE	"NYL"	"New York Liberty"	"CON"	"Connecticut Sun"	3	200	89.3	"Jeffrey Smith, Sue Blauch, Kevin Sparrock"	76	96
"2017"	20170615	TRUE	"ATL"	"Atlanta Dream"	"IND"	"Indiana Fever"	3	200	88.5	"Vladimir Voyard-Tadal, Brenda Pantoja, Roy Gulbeyan"	74	85
"2017"	20170615	TRUE	"SAS"	"San Antonio Stars"	"LAS"	"Los Angeles Sparks"	0	200	90.7	"Kurt Walker, Karleena Tobin, Eric Brewton"	75	80
"2017"	20170616	TRUE	"NYL"	"New York Liberty"	"DAL"	"Dallas Wings"	2	225	92.4	"Tom Mauer, Katie Lukanich, Jeff Wooten"	102	93
"2017"	20170616	TRUE	"CHI"	"Chicago Sky"	"PHO"	"Phoenix Mercury"	1	200	93.6	"Kurt Walker, Eric Brewton, Janetta Graham"	78	86
"2017"	20170617	TRUE	"CON"	"Connecticut Sun"	"MIN"	"Minnesota Lynx"	2	200	102.5	"Natalie Sago, Vladimir Voyard-Tadal, Roy Gulbeyan"	98	93
"2017"	20170618	TRUE	"IND"	"Indiana Fever"	"CHI"	"Chicago Sky"	2	200	94.7	"Karleena Tobin, Jeff Wooten, Don Hudson"	91	79
"2017"	20170618	TRUE	"PHO"	"Phoenix Mercury"	"LAS"	"Los Angeles Sparks"	0	200	92.6	"Brenda Pantoja, Katie Lukanich, Tommy Nunez"	59	90
"2017"	20170618	TRUE	"SAS"	"San Antonio Stars"	"SEA"	"Seattle Storm"	0	200	92.2	"Isaac Barnett, Tony Dawkins, Cheryl Flores"	57	75
"2017"	20170618	TRUE	"DAL"	"Dallas Wings"	"WAS"	"Washington Mystics"	3	200	87.9	"Sue Blauch, Tim Greene, Daryl Humphrey"	87	83
"2017"	20170621	TRUE	"SAS"	"San Antonio Stars"	"DAL"	"Dallas Wings"	2	200	90.2	"Vladimir Voyard-Tadal, Tiffany Bird, Randy Richardson"	78	81
"2017"	20170623	TRUE	"CHI"	"Chicago Sky"	"ATL"	"Atlanta Dream"	3	200	92.5	"Eric Brewton, Tiffany Bird, Daryl Humphrey"	82	78
"2017"	20170623	TRUE	"WAS"	"Washington Mystics"	"MIN"	"Minnesota Lynx"	2	200	97.3	"Tommy Nunez, Jonathan Sterling, Brenda Pantoja"	76	93
"2017"	20170623	TRUE	"CON"	"Connecticut Sun"	"NYL"	"New York Liberty"	3	200	94.5	"Roy Gulbeyan, Isaac Barnett, Tiara Cruse"	94	89
"2017"	20170623	TRUE	"DAL"	"Dallas Wings"	"SAS"	"San Antonio Stars"	2	200	87.9	"Natalie Sago, JB DeRosa, Kurt Walker"	81	69
"2017"	20170623	TRUE	"PHO"	"Phoenix Mercury"	"SEA"	"Seattle Storm"	0	200	89.7	"Vladimir Voyard-Tadal, Sue Blauch, Don Hudson"	85	82
"2017"	20170624	TRUE	"LAS"	"Los Angeles Sparks"	"IND"	"Indiana Fever"	3	200	89.6	"Fatou Cissoko-Stephens, Jeff Wooten, Tiffany Bird"	84	73
"2017"	20170625	TRUE	"WAS"	"Washington Mystics"	"CHI"	"Chicago Sky"	2	200	97.8	"Isaac Barnett, Roy Gulbeyan, Natalie Sago"	97	63
"2017"	20170625	TRUE	"CON"	"Connecticut Sun"	"DAL"	"Dallas Wings"	2	200	97	"Jonathan Sterling, Cheryl Flores, Byron Jarrett"	82	96
"2017"	20170625	TRUE	"SAS"	"San Antonio Stars"	"MIN"	"Minnesota Lynx"	2	200	87.3	"Daryl Humphrey, Don Hudson, Fatou Cissoko-Stephens"	78	87
"2017"	20170627	TRUE	"LAS"	"Los Angeles Sparks"	"CON"	"Connecticut Sun"	3	200	91.3	"Don Hudson, Natalie Sago, Vladimir Voyard-Tadal"	87	79
"2017"	20170627	TRUE	"SEA"	"Seattle Storm"	"WAS"	"Washington Mystics"	3	200	97	"Jeffrey Smith, Fatou Cissoko-Stephens, Byron Jarrett"	70	100
"2017"	20170628	TRUE	"IND"	"Indiana Fever"	"CHI"	"Chicago Sky"	2	200	95.2	"Kevin Sparrock, Sue Blauch, JB DeRosa"	82	75
"2017"	20170629	TRUE	"SEA"	"Seattle Storm"	"CON"	"Connecticut Sun"	3	200	92.5	"Katie Lukanich, Tiara Cruse, Eric Brewton"	89	96
"2017"	20170629	TRUE	"NYL"	"New York Liberty"	"WAS"	"Washington Mystics"	3	200	93.1	"Vladimir Voyard-Tadal, Karleena Tobin, Don Hudson"	54	67
"2017"	20170630	TRUE	"LAS"	"Los Angeles Sparks"	"ATL"	"Atlanta Dream"	3	200	93.1	"Roy Gulbeyan, Janetta Graham, JB DeRosa"	85	76
"2017"	20170630	TRUE	"MIN"	"Minnesota Lynx"	"PHO"	"Phoenix Mercury"	1	200	93.2	"Tom Mauer, Jeff Wooten, Sue Blauch"	91	83
"2017"	20170630	TRUE	"CHI"	"Chicago Sky"	"SAS"	"San Antonio Stars"	2	200	88.3	"Billy Smith, Jeffrey Smith, Byron Jarrett"	82	89
"2017"	20170701	TRUE	"SEA"	"Seattle Storm"	"DAL"	"Dallas Wings"	2	200	94.7	"Roy Gulbeyan, Janetta Graham, Isaac Barnett"	89	69
"2017"	20170701	TRUE	"CON"	"Connecticut Sun"	"IND"	"Indiana Fever"	3	200	92.4	"Karleena Tobin, Tony Dawkins, Tommy Nunez"	91	85
"2017"	20170702	TRUE	"NYL"	"New York Liberty"	"ATL"	"Atlanta Dream"	3	200	96	"Billy Smith, Brenda Pantoja, Jeffrey Smith"	72	81
"2017"	20170702	TRUE	"WAS"	"Washington Mystics"	"LAS"	"Los Angeles Sparks"	0	200	84.6	"Tom Mauer, Daryl Humphrey, Sue Blauch"	69	76
"2017"	20170705	TRUE	"ATL"	"Atlanta Dream"	"DAL"	"Dallas Wings"	2	200	104.4	"Eric Brewton, Kevin Sparrock, Sue Blauch"	84	94
"2017"	20170705	TRUE	"WAS"	"Washington Mystics"	"PHO"	"Phoenix Mercury"	1	200	86.8	"Katie Lukanich, Tommy Nunez, Jeffrey Smith"	80	88
"2017"	20170705	TRUE	"CON"	"Connecticut Sun"	"SAS"	"San Antonio Stars"	2	200	94.7	"Cheryl Flores, Jeff Wooten, Daryl Humphrey"	89	56
"2017"	20170706	TRUE	"LAS"	"Los Angeles Sparks"	"MIN"	"Minnesota Lynx"	2	200	92.2	"Roy Gulbeyan, Billy Smith, Janetta Graham"	77	88
"2017"	20170706	TRUE	"NYL"	"New York Liberty"	"SEA"	"Seattle Storm"	0	200	91.9	"Tim Greene, Tom Mauer, Karleena Tobin"	79	70
"2017"	20170707	TRUE	"IND"	"Indiana Fever"	"ATL"	"Atlanta Dream"	3	200	93.1	"Daryl Humphrey, Byron Jarrett, Cheryl Flores"	68	89
"2017"	20170707	TRUE	"PHO"	"Phoenix Mercury"	"SAS"	"San Antonio Stars"	2	200	91.4	"Tony Dawkins, Sue Blauch, Kevin Sparrock"	92	77
"2017"	20170708	TRUE	"MIN"	"Minnesota Lynx"	"CHI"	"Chicago Sky"	2	200	96	"Byron Jarrett, Fatou Cissoko-Stephens, Tim Greene"	76	100
"2017"	20170708	TRUE	"WAS"	"Washington Mystics"	"CON"	"Connecticut Sun"	3	200	94.6	"Eric Brewton, Janetta Graham, Billy Smith"	92	96
"2017"	20170708	TRUE	"LAS"	"Los Angeles Sparks"	"SEA"	"Seattle Storm"	0	200	88.7	"Katie Lukanich, Jeffrey Smith, JB DeRosa"	69	81
"2017"	20170709	TRUE	"DAL"	"Dallas Wings"	"ATL"	"Atlanta Dream"	3	200	101	"Tom Mauer, Tony Dawkins, Karleena Tobin"	78	98
"2017"	20170709	TRUE	"NYL"	"New York Liberty"	"PHO"	"Phoenix Mercury"	1	200	95.6	"Cheryl Flores, Kurt Walker, Daryl Humphrey"	69	81
"2017"	20170712	TRUE	"DAL"	"Dallas Wings"	"CHI"	"Chicago Sky"	2	200	97.4	"Jeff Wooten, Natalie Sago, Kevin Sparrock"	84	90
"2017"	20170712	TRUE	"SAS"	"San Antonio Stars"	"IND"	"Indiana Fever"	3	200	89	"Jeffrey Smith, Tiffany Bird, Kurt Walker"	79	72
"2017"	20170712	TRUE	"ATL"	"Atlanta Dream"	"PHO"	"Phoenix Mercury"	1	200	94.5	"Janetta Graham, Tim Greene, Maj Forsberg"	84	89
"2017"	20170712	TRUE	"CON"	"Connecticut Sun"	"SEA"	"Seattle Storm"	0	200	93.9	"Byron Jarrett, Fatou Cissoko-Stephens, Roy Gulbeyan"	83	79
"2017"	20170713	TRUE	"CON"	"Connecticut Sun"	"LAS"	"Los Angeles Sparks"	0	200	100.8	"Fatou Cissoko-Stephens, Kurt Walker, Natalie Sago"	77	87
"2017"	20170714	TRUE	"WAS"	"Washington Mystics"	"IND"	"Indiana Fever"	3	200	92.9	"Karleena Tobin, Tim Greene, Billy Smith"	72	58
"2017"	20170714	TRUE	"CHI"	"Chicago Sky"	"NYL"	"New York Liberty"	3	200	93.2	"Maj Forsberg, Randy Richardson, Katie Lukanich"	78	68
"2017"	20170714	TRUE	"MIN"	"Minnesota Lynx"	"PHO"	"Phoenix Mercury"	1	200	95	"Byron Jarrett, Tommy Nunez, Tiara Cruse"	88	71
"2017"	20170715	TRUE	"ATL"	"Atlanta Dream"	"SEA"	"Seattle Storm"	0	200	96.5	"Jeff Wooten, Tony Dawkins, Natalie Sago"	84	90
"2017"	20170716	TRUE	"SAS"	"San Antonio Stars"	"CON"	"Connecticut Sun"	3	200	92.9	"Randy Richardson, Tim Greene, Maj Forsberg"	75	89
"2017"	20170716	TRUE	"CHI"	"Chicago Sky"	"DAL"	"Dallas Wings"	2	250	96	"Tiara Cruse, Tommy Nunez, Byron Jarrett"	106	112
"2017"	20170716	TRUE	"PHO"	"Phoenix Mercury"	"MIN"	"Minnesota Lynx"	2	200	89.7	"Karleena Tobin, Billy Smith, Eric Brewton"	66	81
"2017"	20170716	TRUE	"WAS"	"Washington Mystics"	"NYL"	"New York Liberty"	3	200	91.6	"Sue Blauch, Tom Mauer, Fatou Cissoko-Stephens"	55	85
"2017"	20170717	TRUE	"IND"	"Indiana Fever"	"LAS"	"Los Angeles Sparks"	0	200	85.9	"Janetta Graham, Jeff Wooten, Jonathan Sterling"	62	80
"2017"	20170718	TRUE	"SAS"	"San Antonio Stars"	"ATL"	"Atlanta Dream"	3	200	97	"Isaac Barnett, Don Hudson, Fatou Cissoko-Stephens"	75	88
"2017"	20170718	TRUE	"CHI"	"Chicago Sky"	"SEA"	"Seattle Storm"	0	200	92	"Cheryl Flores, JB DeRosa, Jeffrey Smith"	94	83
"2017"	20170719	TRUE	"DAL"	"Dallas Wings"	"MIN"	"Minnesota Lynx"	2	200	101.6	"Kevin Sparrock, Jonathan Sterling, Sue Blauch"	74	100
"2017"	20170719	TRUE	"CON"	"Connecticut Sun"	"NYL"	"New York Liberty"	3	200	91.1	"Tiffany Bird, Don Hudson, Janetta Graham"	80	96
"2017"	20170719	TRUE	"IND"	"Indiana Fever"	"PHO"	"Phoenix Mercury"	1	200	92.1	"Tom Mauer, Brenda Pantoja, Roy Gulbeyan"	84	77
"2017"	20170719	TRUE	"ATL"	"Atlanta Dream"	"WAS"	"Washington Mystics"	3	225	89.8	"Byron Jarrett, Tony Dawkins, Tiara Cruse"	96	100
"2017"	20170720	TRUE	"CHI"	"Chicago Sky"	"LAS"	"Los Angeles Sparks"	0	200	91.9	"Tom Mauer, Katie Lukanich, Vladimir Voyard-Tadal"	82	80
"2017"	20170720	TRUE	"IND"	"Indiana Fever"	"SAS"	"San Antonio Stars"	2	200	87	"Tiffany Bird, Natalie Sago, JB DeRosa"	61	85
"2017"	20170725	TRUE	"PHO"	"Phoenix Mercury"	"ATL"	"Atlanta Dream"	3	225	101.2	"Natalie Sago, Tim Greene, Tommy Nunez"	91	99
"2017"	20170725	TRUE	"CHI"	"Chicago Sky"	"CON"	"Connecticut Sun"	3	200	99.2	"Sue Blauch, Billy Smith, JB DeRosa"	72	93
"2017"	20170725	TRUE	"IND"	"Indiana Fever"	"DAL"	"Dallas Wings"	2	200	94.3	"Roy Gulbeyan, Daryl Humphrey, Cheryl Flores"	82	84
"2017"	20170725	TRUE	"SEA"	"Seattle Storm"	"LAS"	"Los Angeles Sparks"	0	200	87	"Tiffany Bird, Kurt Walker, Randy Richardson"	60	68
"2017"	20170725	TRUE	"NYL"	"New York Liberty"	"MIN"	"Minnesota Lynx"	2	200	88	"Byron Jarrett, Maj Forsberg, Brenda Pantoja"	75	76
"2017"	20170725	TRUE	"WAS"	"Washington Mystics"	"SAS"	"San Antonio Stars"	2	200	86.8	"Katie Lukanich, Jeff Wooten, Eric Brewton"	85	76
"2017"	20170728	TRUE	"MIN"	"Minnesota Lynx"	"ATL"	"Atlanta Dream"	3	200	99.2	"Jeffrey Smith, Sue Blauch, Jonathan Sterling"	90	80
"2017"	20170728	TRUE	"PHO"	"Phoenix Mercury"	"CHI"	"Chicago Sky"	2	200	96.3	"Isaac Barnett, Eric Brewton, Tiara Cruse"	86	80
"2017"	20170728	TRUE	"NYL"	"New York Liberty"	"IND"	"Indiana Fever"	3	200	93.6	"Tony Dawkins, Billy Smith, Tiffany Bird"	85	84
"2017"	20170728	TRUE	"LAS"	"Los Angeles Sparks"	"SAS"	"San Antonio Stars"	2	200	88.6	"Kevin Sparrock, Cheryl Flores, Roy Gulbeyan"	85	73
"2017"	20170728	TRUE	"DAL"	"Dallas Wings"	"SEA"	"Seattle Storm"	0	200	97	"Natalie Sago, Byron Jarrett, Maj Forsberg"	93	109
"2017"	20170730	TRUE	"WAS"	"Washington Mystics"	"ATL"	"Atlanta Dream"	3	200	90.9	"Billy Smith, Fatou Cissoko-Stephens, Tom Mauer"	77	70
"2017"	20170730	TRUE	"NYL"	"New York Liberty"	"CHI"	"Chicago Sky"	2	200	95.4	"Roy Gulbeyan, Tim Greene, Karleena Tobin"	86	82
"2017"	20170730	TRUE	"IND"	"Indiana Fever"	"CON"	"Connecticut Sun"	3	200	96.4	"Isaac Barnett, Tiara Cruse, Jeffrey Smith"	73	89
"2017"	20170730	TRUE	"DAL"	"Dallas Wings"	"LAS"	"Los Angeles Sparks"	0	200	96.9	"Jeff Wooten, Jonathan Sterling, Janetta Graham"	74	95
"2017"	20170730	TRUE	"SEA"	"Seattle Storm"	"MIN"	"Minnesota Lynx"	2	200	91.5	"Cheryl Flores, Tommy Nunez, JB DeRosa"	82	93
"2017"	20170730	TRUE	"SAS"	"San Antonio Stars"	"PHO"	"Phoenix Mercury"	1	200	94.1	"Sue Blauch, Byron Jarrett, Daryl Humphrey"	64	81
"2017"	20170801	TRUE	"NYL"	"New York Liberty"	"SAS"	"San Antonio Stars"	2	200	89.9	"Tommy Nunez, Jeffrey Smith, Brenda Pantoja"	81	93
"2017"	20170803	TRUE	"ATL"	"Atlanta Dream"	"MIN"	"Minnesota Lynx"	2	200	91.7	"Don Hudson, Katie Lukanich, Sue Blauch"	54	69
"2017"	20170804	TRUE	"PHO"	"Phoenix Mercury"	"CON"	"Connecticut Sun"	3	200	102	"Kevin Sparrock, Cheryl Flores, Jeff Wooten"	92	93
"2017"	20170804	TRUE	"SEA"	"Seattle Storm"	"DAL"	"Dallas Wings"	2	200	89.1	"Billy Smith, Fatou Cissoko-Stephens, Tom Mauer"	80	93
"2017"	20170804	TRUE	"CHI"	"Chicago Sky"	"IND"	"Indiana Fever"	3	200	97.6	"Byron Jarrett, Janetta Graham, Jonathan Sterling"	81	70
"2017"	20170804	TRUE	"NYL"	"New York Liberty"	"LAS"	"Los Angeles Sparks"	0	200	94.8	"Daryl Humphrey, JB DeRosa, Maj Forsberg"	74	87
"2017"	20170804	TRUE	"WAS"	"Washington Mystics"	"SAS"	"San Antonio Stars"	2	200	86.7	"Natalie Sago, Eric Brewton, Tony Dawkins"	74	76
"2017"	20170805	TRUE	"ATL"	"Atlanta Dream"	"CHI"	"Chicago Sky"	2	200	96.9	"Jeffrey Smith, Billy Smith, Vladimir Voyard-Tadal"	86	91
"2017"	20170805	TRUE	"SEA"	"Seattle Storm"	"SAS"	"San Antonio Stars"	2	225	90.4	"Randy Richardson, Sue Blauch, Don Hudson"	80	87
"2017"	20170806	TRUE	"LAS"	"Los Angeles Sparks"	"DAL"	"Dallas Wings"	2	200	101.1	"Kurt Walker, Eric Brewton, Karleena Tobin"	79	85
"2017"	20170806	TRUE	"MIN"	"Minnesota Lynx"	"IND"	"Indiana Fever"	3	200	97.8	"Jeffrey Smith, Kevin Sparrock, Maj Forsberg"	82	84
"2017"	20170806	TRUE	"PHO"	"Phoenix Mercury"	"WAS"	"Washington Mystics"	3	200	92.7	"Byron Jarrett, Tiffany Bird, Isaac Barnett"	80	85
"2017"	20170808	TRUE	"MIN"	"Minnesota Lynx"	"ATL"	"Atlanta Dream"	3	200	87.8	"Tony Dawkins, Kurt Walker, Fatou Cissoko-Stephens"	81	72
"2017"	20170808	TRUE	"SEA"	"Seattle Storm"	"CON"	"Connecticut Sun"	3	200	98.5	"Tiffany Bird, Byron Jarrett, Vladimir Voyard-Tadal"	71	84
"2017"	20170808	TRUE	"IND"	"Indiana Fever"	"NYL"	"New York Liberty"	3	200	90.3	"Sue Blauch, Tom Mauer, Tommy Nunez"	76	81
"2017"	20170810	TRUE	"SAS"	"San Antonio Stars"	"CHI"	"Chicago Sky"	2	200	93.8	"Eric Brewton, Tommy Nunez, Janetta Graham"	74	94
"2017"	20170810	TRUE	"PHO"	"Phoenix Mercury"	"DAL"	"Dallas Wings"	2	225	94.9	"Jeffrey Smith, Tiara Cruse, Roy Gulbeyan"	101	100
"2017"	20170811	TRUE	"NYL"	"New York Liberty"	"ATL"	"Atlanta Dream"	3	200	91.7	"Roy Gulbeyan, Randy Richardson, Daryl Humphrey"	83	77
"2017"	20170811	TRUE	"LAS"	"Los Angeles Sparks"	"MIN"	"Minnesota Lynx"	2	200	90.5	"Eric Brewton, Jonathan Sterling, Cheryl Flores"	70	64
"2017"	20170812	TRUE	"DAL"	"Dallas Wings"	"CON"	"Connecticut Sun"	3	200	104.7	"Tony Dawkins, Sue Blauch, Isaac Barnett"	88	96
"2017"	20170812	TRUE	"SEA"	"Seattle Storm"	"PHO"	"Phoenix Mercury"	1	200	92.7	"Kurt Walker, Janetta Graham, Don Hudson"	98	89
"2017"	20170812	TRUE	"ATL"	"Atlanta Dream"	"SAS"	"San Antonio Stars"	2	200	88.9	"Jeffrey Smith, Katie Lukanich, Jeff Wooten"	68	84
"2017"	20170812	TRUE	"IND"	"Indiana Fever"	"WAS"	"Washington Mystics"	3	200	89.6	"Daryl Humphrey, Karleena Tobin, Billy Smith"	80	100
"2017"	20170813	TRUE	"LAS"	"Los Angeles Sparks"	"NYL"	"New York Liberty"	3	200	86.7	"Tim Greene, Vladimir Voyard-Tadal, Maj Forsberg"	69	83
"2017"	20170815	TRUE	"CON"	"Connecticut Sun"	"ATL"	"Atlanta Dream"	3	200	98.5	"Tiara Cruse, Jonathan Sterling, Tommy Nunez"	96	75
"2017"	20170816	TRUE	"MIN"	"Minnesota Lynx"	"SEA"	"Seattle Storm"	0	200	79.7	"Kevin Sparrock, JB DeRosa, Sue Blauch"	61	62
"2017"	20170816	TRUE	"LAS"	"Los Angeles Sparks"	"WAS"	"Washington Mystics"	3	200	89.5	"Kurt Walker, Jeff Wooten, Natalie Sago"	95	62
"2017"	20170818	TRUE	"LAS"	"Los Angeles Sparks"	"CHI"	"Chicago Sky"	2	250	90.5	"Sue Blauch, Kevin Sparrock, JB DeRosa"	115	106
"2017"	20170818	TRUE	"NYL"	"New York Liberty"	"CON"	"Connecticut Sun"	3	200	98.1	"Daryl Humphrey, Roy Gulbeyan, Tiffany Bird"	82	70
"2017"	20170818	TRUE	"IND"	"Indiana Fever"	"MIN"	"Minnesota Lynx"	2	200	93.6	"Tommy Nunez, Kurt Walker, Fatou Cissoko-Stephens"	52	111
"2017"	20170818	TRUE	"SAS"	"San Antonio Stars"	"SEA"	"Seattle Storm"	0	200	90.7	"Maj Forsberg, Tim Greene, Randy Richardson"	78	79
"2017"	20170818	TRUE	"PHO"	"Phoenix Mercury"	"WAS"	"Washington Mystics"	3	200	91.3	"Tony Dawkins, Eric Brewton, Tiara Cruse"	89	79
"2017"	20170819	TRUE	"ATL"	"Atlanta Dream"	"DAL"	"Dallas Wings"	2	200	99.8	"Isaac Barnett, Jeffrey Smith, Cheryl Flores"	86	90
"2017"	20170820	TRUE	"SEA"	"Seattle Storm"	"CHI"	"Chicago Sky"	2	200	96.7	"Tiffany Bird, Kurt Walker, Daryl Humphrey"	103	66
"2017"	20170820	TRUE	"PHO"	"Phoenix Mercury"	"CON"	"Connecticut Sun"	3	200	95.8	"Byron Jarrett, Karleena Tobin, Kevin Sparrock"	66	94
"2017"	20170820	TRUE	"WAS"	"Washington Mystics"	"IND"	"Indiana Fever"	3	200	87.3	"Katie Lukanich, Tom Mauer, Roy Gulbeyan"	87	82
"2017"	20170820	TRUE	"MIN"	"Minnesota Lynx"	"NYL"	"New York Liberty"	3	200	81.3	"Billy Smith, Jeff Wooten, Natalie Sago"	61	70
"2017"	20170822	TRUE	"SAS"	"San Antonio Stars"	"LAS"	"Los Angeles Sparks"	0	200	91.2	"Jeff Wooten, Daryl Humphrey, Katie Lukanich"	55	75
"2017"	20170822	TRUE	"PHO"	"Phoenix Mercury"	"MIN"	"Minnesota Lynx"	2	200	92	"Jeffrey Smith, Jonathan Sterling, Maj Forsberg"	69	105
"2017"	20170823	TRUE	"SEA"	"Seattle Storm"	"ATL"	"Atlanta Dream"	3	200	92.2	"Billy Smith, Natalie Sago, Tony Dawkins"	83	89
"2017"	20170823	TRUE	"DAL"	"Dallas Wings"	"CON"	"Connecticut Sun"	3	200	103.9	"Tommy Nunez, Janetta Graham, Tim Greene"	87	93
"2017"	20170823	TRUE	"NYL"	"New York Liberty"	"IND"	"Indiana Fever"	3	200	84.9	"Tiara Cruse, Kevin Sparrock, Byron Jarrett"	71	50
"2017"	20170824	TRUE	"LAS"	"Los Angeles Sparks"	"PHO"	"Phoenix Mercury"	1	200	91	"Cheryl Flores, Tiffany Bird, Sue Blauch"	82	67
"2017"	20170825	TRUE	"CHI"	"Chicago Sky"	"CON"	"Connecticut Sun"	3	200	104.1	"Don Hudson, Katie Lukanich, Eric Brewton"	96	83
"2017"	20170825	TRUE	"WAS"	"Washington Mystics"	"NYL"	"New York Liberty"	3	200	82.7	"Tim Greene, Maj Forsberg, Tommy Nunez"	66	74
"2017"	20170825	TRUE	"MIN"	"Minnesota Lynx"	"SAS"	"San Antonio Stars"	2	200	93.4	"Roy Gulbeyan, Randy Richardson, Tiara Cruse"	89	70
"2017"	20170826	TRUE	"IND"	"Indiana Fever"	"ATL"	"Atlanta Dream"	3	225	84.9	"Tiffany Bird, Eric Brewton, Vladimir Voyard-Tadal"	74	79
"2017"	20170826	TRUE	"DAL"	"Dallas Wings"	"WAS"	"Washington Mystics"	3	200	92.8	"Natalie Sago, Tom Mauer, Don Hudson"	83	78
"2017"	20170827	TRUE	"MIN"	"Minnesota Lynx"	"LAS"	"Los Angeles Sparks"	0	200	90	"Billy Smith, Tommy Nunez, Karleena Tobin"	67	78
"2017"	20170827	TRUE	"CHI"	"Chicago Sky"	"NYL"	"New York Liberty"	3	200	95.2	"Tony Dawkins, Kurt Walker, Fatou Cissoko-Stephens"	62	92
"2017"	20170827	TRUE	"PHO"	"Phoenix Mercury"	"SEA"	"Seattle Storm"	0	200	89.3	"Jeffrey Smith, Roy Gulbeyan, Jeff Wooten"	75	71
"2017"	20170829	TRUE	"CON"	"Connecticut Sun"	"WAS"	"Washington Mystics"	3	200	99.2	"JB DeRosa, Jeffrey Smith, Cheryl Flores"	86	76
"2017"	20170830	TRUE	"DAL"	"Dallas Wings"	"CHI"	"Chicago Sky"	2	200	95.4	"Vladimir Voyard-Tadal, Cheryl Flores, Tommy Nunez"	99	96
"2017"	20170830	TRUE	"MIN"	"Minnesota Lynx"	"IND"	"Indiana Fever"	3	200	85.2	"Janetta Graham, JB DeRosa, Kurt Walker"	80	69
"2017"	20170901	TRUE	"ATL"	"Atlanta Dream"	"LAS"	"Los Angeles Sparks"	0	240	75.7	"Jeffrey Smith, Katie Lukanich, Kurt Walker"	56	81
"2017"	20170901	TRUE	"CHI"	"Chicago Sky"	"MIN"	"Minnesota Lynx"	2	200	105	"Eric Brewton, Tony Dawkins, Tiffany Bird"	87	110
"2017"	20170901	TRUE	"SAS"	"San Antonio Stars"	"NYL"	"New York Liberty"	3	200	86.8	"Tiara Cruse, Roy Gulbeyan, Kevin Sparrock"	69	81
"2017"	20170901	TRUE	"CON"	"Connecticut Sun"	"PHO"	"Phoenix Mercury"	1	200	95	"Tim Greene, Maj Forsberg, Daryl Humphrey"	66	86
"2017"	20170901	TRUE	"SEA"	"Seattle Storm"	"WAS"	"Washington Mystics"	3	225	89.5	"Sue Blauch, Vladimir Voyard-Tadal, Byron Jarrett"	106	110
"2017"	20170902	TRUE	"SAS"	"San Antonio Stars"	"IND"	"Indiana Fever"	3	200	87.6	"Don Hudson, Billy Smith, Randy Richardson"	75	71
"2017"	20170903	TRUE	"SEA"	"Seattle Storm"	"CHI"	"Chicago Sky"	2	200	99.7	"Tiara Cruse, Roy Gulbeyan, Isaac Barnett"	85	80
